,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS
1507,MO,G2900690,Poplar Bluff Amos,723300,36.77,-90.47,63901.0,"=""29069"""
1508,MO,G2900710,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005.0,"=""29071"""
1509,MO,G2900730,Rolla Natl AP,724420,38.133,-91.767,65580.0,"=""29073"""
1510,MO,G2900750,St Joseph Rosecrans Memorial,724490,39.77,-94.9,66024.0,"=""29075"""
1511,MO,G2900770,Springfield Regional Arpt,724400,37.23,-93.38,,"=""29077"""
1512,IA,G2900790,Chariton,725469,41.03,-93.37,,"=""29079"""
1513,IA,G2900810,Creston,725474,41.02,-94.37,50801.0,"=""29081"""
1514,MO,G2900830,Whiteman Afb,724467,38.72,-93.55,65305.0,"=""29083"""
1515,MO,G2900850,Springfield Regional Arpt,724400,37.23,-93.38,,"=""29085"""
1516,NE,G2900870,Falls City Brenner,725533,40.08,-95.6,68355.0,"=""29087"""
1517,MO,G2900890,Columbia Regional Airport,724450,38.82,-92.22,65201.0,"=""29089"""
1518,AR,G2900910,Flippin  Awos,723447,36.3,-92.47,72635.0,"=""29091"""
1519,MO,G2900930,Farmington,724454,37.77,-90.4,,"=""29093"""
1520,MO,G2900950,Kansas City Downtown Ap,724463,39.12,-94.6,64105.0,"=""29095"""
1521,MO,G2900970,Joplin Municipal Ap,723495,37.15,-94.5,64870.0,"=""29097"""
1522,MO,G2900990,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005.0,"=""29099"""
1523,MO,G2901010,Whiteman Afb,724467,38.72,-93.55,65305.0,"=""29101"""
1524,MO,G2901030,Kirksville Regional Ap,724455,40.1,-92.55,,"=""29103"""
1525,MO,G2901050,Kaiser Mem  Awos,724459,38.1,-92.55,,"=""29105"""
1526,MO,G2901070,Whiteman Afb,724467,38.72,-93.55,65305.0,"=""29107"""
1527,MO,G2901090,Springfield Regional Arpt,724400,37.23,-93.38,,"=""29109"""
1528,IA,G2901110,Keokuk Muni,725456,40.47,-91.43,52632.0,"=""29111"""
1529,MO,G2901130,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005.0,"=""29113"""
1530,MO,G2901150,Kirksville Regional Ap,724455,40.1,-92.55,,"=""29115"""
1531,MO,G2901170,Kirksville Regional Ap,724455,40.1,-92.55,,"=""29117"""
1532,AR,G2901190,Fort Smith Regional Ap,723440,35.33,-94.37,72903.0,"=""29119"""
1533,MO,G2901210,Kirksville Regional Ap,724455,40.1,-92.55,,"=""29121"""
1534,MO,G2901230,Farmington,724454,37.77,-90.4,,"=""29123"""
1535,MO,G2901250,Vichy Rolla Natl Arpt,724456,38.13,-91.77,65580.0,"=""29125"""
1536,IL,G2901270,Quincy Muni Baldwin Fld,724396,39.93,-91.2,62338.0,"=""29127"""
1537,IA,G2901290,Chariton,725469,41.03,-93.37,,"=""29129"""
1538,MO,G2901310,Kaiser Mem  Awos,724459,38.1,-92.55,,"=""29131"""
1539,MO,G2901330,Cape Girardeau Municipal Ap,723489,37.23,-89.57,63780.0,"=""29133"""
1540,MO,G2901350,Columbia Regional Airport,724450,38.82,-92.22,65201.0,"=""29135"""
1541,MO,G2901370,Columbia Regional Airport,724450,38.82,-92.22,65201.0,"=""29137"""
1542,MO,G2901390,Columbia Regional Airport,724450,38.82,-92.22,65201.0,"=""29139"""
1543,MO,G2901410,Kaiser Mem  Awos,724459,38.1,-92.55,,"=""29141"""
1544,MO,G2901430,Cape Girardeau Municipal Ap,723489,37.23,-89.57,63780.0,"=""29143"""
1545,MO,G2901450,Joplin Municipal Ap,723495,37.15,-94.5,64870.0,"=""29145"""
1546,IA,G2901470,Clarinda,725479,40.72,-95.03,51632.0,"=""29147"""
1547,MO,G2901490,Poplar Bluff Amos,723300,36.77,-90.47,63901.0,"=""29149"""
1548,MO,G2901510,Jefferson City Mem,724458,38.58,-92.15,65102.0,"=""29151"""
1549,AR,G2901530,Flippin  Awos,723447,36.3,-92.47,72635.0,"=""29153"""
1550,MO,G2901550,Poplar Bluff Amos,723300,36.77,-90.47,63901.0,"=""29155"""
1551,MO,G2901570,Farmington,724454,37.77,-90.4,,"=""29157"""
1552,MO,G2901590,Whiteman Afb,724467,38.72,-93.55,65305.0,"=""29159"""
1553,MO,G2901610,Vichy Rolla Natl Arpt,724456,38.13,-91.77,65580.0,"=""29161"""
1554,IL,G2901630,Quincy Muni Baldwin Fld,724396,39.93,-91.2,62338.0,"=""29163"""
1555,MO,G2901650,Kansas City IntL Arpt,724460,39.3,-94.72,64153.0,"=""29165"""
1556,MO,G2901670,Springfield Regional Arpt,724400,37.23,-93.38,,"=""29167"""
1557,MO,G2901690,Ft Lnrd Wd Aaf,724457,37.75,-92.15,65473.0,"=""29169"""
1558,MO,G2901710,Kirksville Regional Ap,724455,40.1,-92.55,,"=""29171"""
1559,IL,G2901730,Quincy Muni Baldwin Fld,724396,39.93,-91.2,62338.0,"=""29173"""
1560,MO,G2901750,Columbia Regional Airport,724450,38.82,-92.22,65201.0,"=""29175"""
1561,MO,G2901770,Kansas City Downtown Ap,724463,39.12,-94.6,64105.0,"=""29177"""
1562,MO,G2901790,Farmington,724454,37.77,-90.4,,"=""29179"""
1563,MO,G2901810,Poplar Bluff Amos,723300,36.77,-90.47,63901.0,"=""29181"""
1564,MO,G2901830,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005.0,"=""29183"""
1565,MO,G2901850,Whiteman Afb,724467,38.72,-93.55,65305.0,"=""29185"""
1566,MO,G2901860,Farmington,724454,37.77,-90.4,,"=""29186"""
1567,MO,G2901870,Farmington,724454,37.77,-90.4,,"=""29187"""
1568,MO,G2901890,St Louis Lambert IntL Arpt,724340,38.75,-90.37,63145.0,"=""29189"""
1569,MO,G2901950,Whiteman Afb,724467,38.72,-93.55,65305.0,"=""29195"""
1570,MO,G2901970,Kirksville Regional Ap,724455,40.1,-92.55,,"=""29197"""
1571,MO,G2901990,Kirksville Regional Ap,724455,40.1,-92.55,,"=""29199"""
1572,MO,G2902010,Cape Girardeau Municipal Ap,723489,37.23,-89.57,63780.0,"=""29201"""
1573,MO,G2902030,Ft Lnrd Wd Aaf,724457,37.75,-92.15,65473.0,"=""29203"""
1574,MO,G2902050,Columbia Regional Airport,724450,38.82,-92.22,65201.0,"=""29205"""
1575,MO,G2902070,Poplar Bluff Amos,723300,36.77,-90.47,63901.0,"=""29207"""
1576,MO,G2902090,Springfield Regional Arpt,724400,37.23,-93.38,,"=""29209"""
1577,MO,G2902110,Kirksville Regional Ap,724455,40.1,-92.55,,"=""29211"""
1578,AR,G2902130,Harrison Faa Ap,723446,36.27,-93.15,72601.0,"=""29213"""
1579,MO,G2902150,Ft Lnrd Wd Aaf,724457,37.75,-92.15,65473.0,"=""29215"""
1580,MO,G2902170,Joplin Municipal Ap,723495,37.15,-94.5,64870.0,"=""29217"""
1581,MO,G2902190,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005.0,"=""29219"""
1582,MO,G2902210,Farmington,724454,37.77,-90.4,,"=""29221"""
1583,MO,G2902230,Poplar Bluff Amos,723300,36.77,-90.47,63901.0,"=""29223"""
1584,MO,G2902250,Springfield Regional Arpt,724400,37.23,-93.38,,"=""29225"""
1585,IA,G2902270,Creston,725474,41.02,-94.37,50801.0,"=""29227"""
1586,MO,G2902290,Ft Lnrd Wd Aaf,724457,37.75,-92.15,65473.0,"=""29229"""
1587,IL,G2905100,Cahokia St  Louis,725314,38.57,-90.15,62206.0,"=""29510"""
1588,MT,G3000010,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701.0,"=""30001"""
1589,WY,G3000030,Sheridan County Arpt,726660,44.77,-106.97,82801.0,"=""30003"""
1590,MT,G3000050,Havre City County Ap,727770,48.55,-109.77,,"=""30005"""
1591,MT,G3000070,Helena Regional Airport,727720,46.6,-111.97,59601.0,"=""30007"""
1592,MT,G3000090,Billings Logan IntL Arpt,726770,45.8,-108.55,59102.0,"=""30009"""
1593,MT,G3000110,Glendive Awos,726676,47.13,-104.8,59330.0,"=""30011"""
1594,MT,G3000130,Great Falls Intl Arpt,727750,47.47,-111.38,59404.0,"=""30013"""
1595,MT,G3000150,Havre City County Ap,727770,48.55,-109.77,,"=""30015"""
1596,MT,G3000170,Miles City Municipal Arpt,742300,46.43,-105.88,,"=""30017"""
1597,MT,G3000190,Wolf Point Intl  Fort Peck   S,727686,48.31,-105.1,,"=""30019"""
1598,MT,G3000210,Glendive Awos,726676,47.13,-104.8,59330.0,"=""30021"""
1599,MT,G3000230,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701.0,"=""30023"""
1600,MT,G3000250,Glendive Awos,726676,47.13,-104.8,59330.0,"=""30025"""
1601,MT,G3000270,Lewistown Municipal Arpt,726776,47.05,-109.45,59457.0,"=""30027"""
1602,MT,G3000290,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,,"=""30029"""
1603,MT,G3000310,Bozeman Gallatin Field,726797,45.8,-111.15,59714.0,"=""30031"""
1604,MT,G3000330,Glasgow Intl Arpt,727680,48.22,-106.62,,"=""30033"""
1605,MT,G3000350,Cut Bank Muni Ap,727796,48.6,-112.37,59427.0,"=""30035"""
1606,MT,G3000370,Billings Logan IntL Arpt,726770,45.8,-108.55,59102.0,"=""30037"""
1607,MT,G3000390,Missoula International Ap,727730,46.92,-114.1,,"=""30039"""
1608,MT,G3000410,Havre City County Ap,727770,48.55,-109.77,,"=""30041"""
1609,MT,G3000430,Helena Regional Airport,727720,46.6,-111.97,59601.0,"=""30043"""
1610,MT,G3000450,Lewistown Municipal Arpt,726776,47.05,-109.45,59457.0,"=""30045"""
1611,MT,G3000470,Missoula International Ap,727730,46.92,-114.1,,"=""30047"""
1612,MT,G3000490,Helena Regional Airport,727720,46.6,-111.97,59601.0,"=""30049"""
1613,MT,G3000510,Great Falls Intl Arpt,727750,47.47,-111.38,59404.0,"=""30051"""
1614,MT,G3000530,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,,"=""30053"""
1615,MT,G3000550,Wolf Point Intl  Fort Peck   S,727686,48.31,-105.1,,"=""30055"""
1616,MT,G3000570,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701.0,"=""30057"""
1617,MT,G3000590,Bozeman Gallatin Field,726797,45.8,-111.15,59714.0,"=""30059"""
1618,MT,G3000610,Missoula International Ap,727730,46.92,-114.1,,"=""30061"""
1619,MT,G3000630,Missoula International Ap,727730,46.92,-114.1,,"=""30063"""
1620,MT,G3000650,Billings Logan IntL Arpt,726770,45.8,-108.55,59102.0,"=""30065"""
1621,MT,G3000670,Livingston Mission Field,726798,45.7,-110.45,,"=""30067"""
1622,MT,G3000690,Lewistown Municipal Arpt,726776,47.05,-109.45,59457.0,"=""30069"""
1623,MT,G3000710,Glasgow Intl Arpt,727680,48.22,-106.62,,"=""30071"""
1624,MT,G3000730,Cut Bank Intl AP,727690,48.6,-112.367,59427.0,"=""30073"""
1625,MT,G3000750,Miles City Municipal Arpt,742300,46.43,-105.88,,"=""30075"""
1626,MT,G3000770,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701.0,"=""30077"""
1627,MT,G3000790,Glendive Awos,726676,47.13,-104.8,59330.0,"=""30079"""
1628,MT,G3000810,Missoula International Ap,727730,46.92,-114.1,,"=""30081"""
1629,MT,G3000830,Sidney Richland,727687,47.7,-104.2,59270.0,"=""30083"""
1630,MT,G3000850,Wolf Point Intl  Fort Peck   S,727686,48.31,-105.1,,"=""30085"""
1631,MT,G3000870,Miles City Municipal Arpt,742300,46.43,-105.88,,"=""30087"""
1632,MT,G3000890,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,,"=""30089"""
1633,ND,G3000910,Williston Sloulin Intl Ap,727670,48.2,-103.65,58801.0,"=""30091"""
1634,MT,G3000930,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701.0,"=""30093"""
1635,MT,G3000950,Billings Logan IntL Arpt,726770,45.8,-108.55,59102.0,"=""30095"""
1636,MT,G3000970,Livingston Mission Field,726798,45.7,-110.45,,"=""30097"""
1637,MT,G3000990,Great Falls Intl Arpt,727750,47.47,-111.38,59404.0,"=""30099"""
1638,MT,G3001010,Cut Bank Intl AP,727690,48.6,-112.367,59427.0,"=""30101"""
1639,MT,G3001030,Miles City Municipal Arpt,742300,46.43,-105.88,,"=""30103"""
1640,MT,G3001050,Glasgow Intl Arpt,727680,48.22,-106.62,,"=""30105"""
1641,MT,G3001070,Lewistown Municipal Arpt,726776,47.05,-109.45,59457.0,"=""30107"""
1642,ND,G3001090,Dickinson Municipal Ap,727645,46.8,-102.8,,"=""30109"""
1643,MT,G3001110,Billings Logan IntL Arpt,726770,45.8,-108.55,59102.0,"=""30111"""
1644,NE,G3100010,Hastings Municipal,725525,40.6,-98.43,68902.0,"=""31001"""
1645,NE,G3100030,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701.0,"=""31003"""
1646,NE,G3100050,Imperial Faa Ap,725626,40.52,-101.62,69033.0,"=""31005"""
1647,NE,G3100070,Scottsbluff W B Heilig Field,725660,41.87,-103.6,,"=""31007"""
1648,NE,G3100090,Broken Bow Muni,725555,41.43,-99.65,68822.0,"=""31009"""
1649,NE,G3100110,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701.0,"=""31011"""
1650,NE,G3100130,Alliance Municipal,725635,42.05,-102.8,,"=""31013"""
1651,NE,G3100150,O Neill Baker Field,725566,42.47,-98.68,,"=""31015"""
1652,NE,G3100170,Ainsworth Municipal,725556,42.58,-100.0,,"=""31017"""
1653,NE,G3100190,Kearney Muni  Awos,725526,40.73,-99.0,68847.0,"=""31019"""
1654,NE,G3100210,Tekamah  Asos,725527,41.77,-96.17,68061.0,"=""31021"""
1655,NE,G3100230,Columbus Muni,725565,41.45,-97.33,68601.0,"=""31023"""
1656,NE,G3100250,Bellevue Offutt Afb,725540,41.12,-95.92,68123.0,"=""31025"""
1657,SD,G3100270,Chan Gurney Muni,726525,42.92,-97.38,,"=""31027"""
1658,NE,G3100290,Imperial Faa Ap,725626,40.52,-101.62,69033.0,"=""31029"""
1659,NE,G3100310,Valentine Miller Field,725670,42.87,-100.55,69201.0,"=""31031"""
1660,NE,G3100330,Sidney Municipal Ap,725610,41.1,-102.98,69162.0,"=""31033"""
1661,NE,G3100350,Hastings Municipal,725525,40.6,-98.43,68902.0,"=""31035"""
1662,NE,G3100370,Columbus Muni,725565,41.45,-97.33,68601.0,"=""31037"""
1663,NE,G3100390,Fremont Muni Arpt,725564,41.45,-96.52,68025.0,"=""31039"""
1664,NE,G3100410,Broken Bow Muni,725555,41.43,-99.65,68822.0,"=""31041"""
1665,IA,G3100430,Sioux City Sioux Gateway Ap,725570,42.38,-96.38,51054.0,"=""31043"""
1666,NE,G3100450,Chadron Municipal Ap,725636,42.83,-103.08,,"=""31045"""
1667,NE,G3100470,Broken Bow Muni,725555,41.43,-99.65,68822.0,"=""31047"""
1668,NE,G3100490,Sidney Municipal Ap,725610,41.1,-102.98,69162.0,"=""31049"""
1669,IA,G3100510,Sioux City Sioux Gateway Ap,725570,42.38,-96.38,51054.0,"=""31051"""
1670,NE,G3100530,Fremont Muni Arpt,725564,41.45,-96.52,68025.0,"=""31053"""
1671,NE,G3100550,Omaha Wsfo,725530,41.37,-96.02,68152.0,"=""31055"""
1672,NE,G3100570,Imperial Faa Ap,725626,40.52,-101.62,69033.0,"=""31057"""
1673,NE,G3100590,Hastings Municipal,725525,40.6,-98.43,68902.0,"=""31059"""
1674,NE,G3100610,Brewster Field Arpt,725628,40.45,-99.33,68949.0,"=""31061"""
1675,NE,G3100630,Mccook Municipal,725625,40.2,-100.58,69001.0,"=""31063"""
1676,NE,G3100650,Brewster Field Arpt,725628,40.45,-99.33,68949.0,"=""31065"""
1677,NE,G3100670,Beatrice Municipal,725515,40.3,-96.75,,"=""31067"""
1678,NE,G3100690,Sidney Municipal Ap,725610,41.1,-102.98,69162.0,"=""31069"""
1679,NE,G3100710,Ord Sharp Field,725524,41.62,-98.95,68862.0,"=""31071"""
1680,NE,G3100730,Brewster Field Arpt,725628,40.45,-99.33,68949.0,"=""31073"""
1681,NE,G3100750,Alliance Municipal,725635,42.05,-102.8,,"=""31075"""
1682,NE,G3100770,Ord Sharp Field,725524,41.62,-98.95,68862.0,"=""31077"""
1683,NE,G3100790,Grand Island Central Ne Regio,725520,40.97,-98.32,68824.0,"=""31079"""
1684,NE,G3100810,Grand Island Central Ne Regio,725520,40.97,-98.32,68824.0,"=""31081"""
1685,NE,G3100830,Brewster Field Arpt,725628,40.45,-99.33,68949.0,"=""31083"""
1686,NE,G3100850,Imperial Faa Ap,725626,40.52,-101.62,69033.0,"=""31085"""
1687,NE,G3100870,Mccook Municipal,725625,40.2,-100.58,69001.0,"=""31087"""
1688,NE,G3100890,O Neill Baker Field,725566,42.47,-98.68,,"=""31089"""
1689,NE,G3100910,North Platte Regional Ap,725620,41.12,-100.67,69101.0,"=""31091"""
1690,NE,G3100930,Grand Island Central Ne Regio,725520,40.97,-98.32,68824.0,"=""31093"""
1691,NE,G3100950,Beatrice Municipal,725515,40.3,-96.75,,"=""31095"""
1692,NE,G3100970,Beatrice Municipal,725515,40.3,-96.75,,"=""31097"""
1693,NE,G3100990,Kearney Muni  Awos,725526,40.73,-99.0,68847.0,"=""31099"""
1694,NE,G3101010,Imperial Faa Ap,725626,40.52,-101.62,69033.0,"=""31101"""
1695,NE,G3101030,Ainsworth Municipal,725556,42.58,-100.0,,"=""31103"""
1696,NE,G3101050,Scottsbluff W B Heilig Field,725660,41.87,-103.6,,"=""31105"""
1697,SD,G3101070,Chan Gurney Muni,726525,42.92,-97.38,,"=""31107"""
1698,NE,G3101090,Lincoln Municipal Arpt,725510,40.83,-96.77,68588.0,"=""31109"""
1699,NE,G3101110,North Platte Regional Ap,725620,41.12,-100.67,69101.0,"=""31111"""
1700,NE,G3101130,North Platte Regional Ap,725620,41.12,-100.67,69101.0,"=""31113"""
1701,NE,G3101150,Broken Bow Muni,725555,41.43,-99.65,68822.0,"=""31115"""
1702,NE,G3101170,North Platte Regional Ap,725620,41.12,-100.67,69101.0,"=""31117"""
1703,NE,G3101190,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701.0,"=""31119"""
1704,NE,G3101210,Grand Island Central Ne Regio,725520,40.97,-98.32,68824.0,"=""31121"""
1705,NE,G3101230,Scottsbluff W B Heilig Field,725660,41.87,-103.6,,"=""31123"""
1706,NE,G3101250,Columbus Muni,725565,41.45,-97.33,68601.0,"=""31125"""
1707,NE,G3101270,Falls City Brenner,725533,40.08,-95.6,68355.0,"=""31127"""
1708,NE,G3101290,Hastings Municipal,725525,40.6,-98.43,68902.0,"=""31129"""
1709,NE,G3101310,Bellevue Offutt Afb,725540,41.12,-95.92,68123.0,"=""31131"""
1710,NE,G3101330,Falls City Brenner,725533,40.08,-95.6,68355.0,"=""31133"""
1711,NE,G3101350,Imperial Faa Ap,725626,40.52,-101.62,69033.0,"=""31135"""
1712,NE,G3101370,Brewster Field Arpt,725628,40.45,-99.33,68949.0,"=""31137"""
1713,NE,G3101390,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701.0,"=""31139"""
1714,NE,G3101410,Columbus Muni,725565,41.45,-97.33,68601.0,"=""31141"""
1715,NE,G3101430,Columbus Muni,725565,41.45,-97.33,68601.0,"=""31143"""
1716,NE,G3101450,Mccook Municipal,725625,40.2,-100.58,69001.0,"=""31145"""
1717,NE,G3101470,Falls City Brenner,725533,40.08,-95.6,68355.0,"=""31147"""
1718,NE,G3101490,Ainsworth Municipal,725556,42.58,-100.0,,"=""31149"""
1719,NE,G3101510,Lincoln Municipal Arpt,725510,40.83,-96.77,68588.0,"=""31151"""
1720,NE,G3101530,Bellevue Offutt Afb,725540,41.12,-95.92,68123.0,"=""31153"""
1721,NE,G3101550,Fremont Muni Arpt,725564,41.45,-96.52,68025.0,"=""31155"""
1722,NE,G3101570,Scottsbluff W B Heilig Field,725660,41.87,-103.6,,"=""31157"""
1723,NE,G3101590,Lincoln Municipal Arpt,725510,40.83,-96.77,68588.0,"=""31159"""
1724,NE,G3101610,Chadron Municipal Ap,725636,42.83,-103.08,,"=""31161"""
1725,NE,G3101630,Ord Sharp Field,725524,41.62,-98.95,68862.0,"=""31163"""
1726,NE,G3101650,Scottsbluff W B Heilig Field,725660,41.87,-103.6,,"=""31165"""
1727,NE,G3101670,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701.0,"=""31167"""
1728,KS,G3101690,Concordia Blosser Muni Ap,724580,39.55,-97.65,66901.0,"=""31169"""
1729,NE,G3101710,Ainsworth Municipal,725556,42.58,-100.0,,"=""31171"""
1730,IA,G3101730,Sioux City Sioux Gateway Ap,725570,42.38,-96.38,51054.0,"=""31173"""
1731,NE,G3101750,Ord Sharp Field,725524,41.62,-98.95,68862.0,"=""31175"""
1732,NE,G3101770,Omaha Wsfo,725530,41.37,-96.02,68152.0,"=""31177"""
1733,NE,G3101790,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701.0,"=""31179"""
1734,NE,G3101810,Hastings Municipal,725525,40.6,-98.43,68902.0,"=""31181"""
1735,NE,G3101830,Ord Sharp Field,725524,41.62,-98.95,68862.0,"=""31183"""
1736,NE,G3101850,Columbus Muni,725565,41.45,-97.33,68601.0,"=""31185"""
1737,NV,G3200010,Fallon Naas,724885,39.42,-118.72,,"=""32001"""
1738,NV,G3200030,Las Vegas Mccarran Intl Ap,723860,36.08,-115.15,89154.0,"=""32003"""
1739,CA,G3200050,Truckee Tahoe,725846,39.32,-120.13,,"=""32005"""
1740,NV,G3200070,Elko Municipal Arpt,725825,40.83,-115.8,89890.0,"=""32007"""
1741,NV,G3200090,Tonopah Airport,724855,38.07,-117.08,,"=""32009"""
1742,NV,G3200110,Elko Municipal Arpt,725825,40.83,-115.8,89890.0,"=""32011"""
1743,NV,G3200130,Winnemucca Municipal Arpt,725830,40.9,-117.8,88944.0,"=""32013"""
1744,NV,G3200150,Winnemucca Municipal Arpt,725830,40.9,-117.8,88944.0,"=""32015"""
1745,UT,G3200170,Cedar City Municipal Ap,724755,37.7,-113.1,84720.0,"=""32017"""
1746,NV,G3200190,Reno Tahoe International Ap,724880,39.48,-119.77,89502.0,"=""32019"""
1747,NV,G3200210,Fallon Naas,724885,39.42,-118.72,,"=""32021"""
1748,NV,G3200230,Mercury Desert Rock Ap  Surfra,723870,36.63,-116.02,89023.0,"=""32023"""
1749,NV,G3200270,Lovelock Derby Field,725805,40.07,-118.55,,"=""32027"""
1750,NV,G3200290,Reno Tahoe International Ap,724880,39.48,-119.77,89502.0,"=""32029"""
1751,NV,G3200310,Reno Tahoe International Ap,724880,39.48,-119.77,89502.0,"=""32031"""
1752,NV,G3200330,Ely Yelland Field,724860,39.3,-114.85,89301.0,"=""32033"""
1753,NV,G3205100,Reno Tahoe International Ap,724880,39.48,-119.77,89502.0,"=""32510"""
1754,NH,G3300010,Laconia Muni  Awos,726155,43.57,-71.42,3249.0,"=""33001"""
1755,NH,G3300030,Laconia Muni  Awos,726155,43.57,-71.42,3249.0,"=""33003"""
1756,NH,G3300050,Dillant Hopkins,726165,42.9,-72.27,3446.0,"=""33005"""
1757,NH,G3300070,Berlin Municipal,726160,44.58,-71.18,3588.0,"=""33007"""
1758,NH,G3300090,Lebanon Municipal,726116,43.63,-72.3,3784.0,"=""33009"""
1759,NH,G3300110,Manchester Airport,743945,42.93,-71.43,3103.0,"=""33011"""
1760,NH,G3300130,Concord Municipal Arpt,726050,43.2,-71.5,3305.0,"=""33013"""
1761,MA,G3300150,Lawrence Muni,744904,42.72,-71.12,1842.0,"=""33015"""
1762,NH,G3300170,Pease Intl Tradepor,726055,43.08,-70.82,3801.0,"=""33017"""
1763,VT,G3300190,Springfield Hartnes,726115,43.35,-72.52,5151.0,"=""33019"""
1764,NJ,G3400010,Atlantic City Intl Ap,724070,39.45,-74.57,8240.0,"=""34001"""
1765,NJ,G3400030,Teterboro Airport,725025,40.85,-74.07,7608.0,"=""34003"""
1766,PA,G3400050,Philadelphia Ne Philadelphia,724085,40.08,-75.02,19114.0,"=""34005"""
1767,PA,G3400070,Philadelphia International Ap,724080,39.87,-75.23,19113.0,"=""34007"""
1768,NJ,G3400090,Cape May Co,745966,39.0,-74.92,8204.0,"=""34009"""
1769,NJ,G3400110,Millville Municipal Ap,724075,39.37,-75.08,8332.0,"=""34011"""
1770,NJ,G3400130,Newark International Arpt,725020,40.72,-74.18,7104.0,"=""34013"""
1771,PA,G3400150,Philadelphia International Ap,724080,39.87,-75.23,19113.0,"=""34015"""
1772,NY,G3400170,New York Central Prk Obs Belv,725033,40.78,-73.97,10024.0,"=""34017"""
1773,NJ,G3400190,Trenton Mercer County Ap,724095,40.28,-74.82,8628.0,"=""34019"""
1774,NJ,G3400210,Trenton Mercer County Ap,724095,40.28,-74.82,8628.0,"=""34021"""
1775,NJ,G3400230,Newark International Arpt,725020,40.72,-74.18,7104.0,"=""34023"""
1776,NJ,G3400250,Belmar Asc,724084,40.18,-74.07,7719.0,"=""34025"""
1777,NJ,G3400270,Teterboro Airport,725025,40.85,-74.07,7608.0,"=""34027"""
1778,NJ,G3400290,Belmar Asc,724084,40.18,-74.07,7719.0,"=""34029"""
1779,NJ,G3400310,Caldwell Essex Co,724094,40.88,-74.28,7004.0,"=""34031"""
1780,DE,G3400330,Wilmington New Castle Cnty Ap,724089,39.67,-75.6,19720.0,"=""34033"""
1781,NJ,G3400350,Trenton Mercer County Ap,724095,40.28,-74.82,8628.0,"=""34035"""
1782,NJ,G3400370,Teterboro Airport,725025,40.85,-74.07,7608.0,"=""34037"""
1783,NJ,G3400390,Newark International Arpt,725020,40.72,-74.18,7104.0,"=""34039"""
1784,PA,G3400410,Allentown Lehigh Valley Intl,725170,40.65,-75.45,18032.0,"=""34041"""
1785,NM,G3500010,Albuquerque Intl Arpt  Isis,723650,35.04,-106.62,87106.0,"=""35001"""
1786,AZ,G3500030,Show Low Municipal,723747,34.27,-110.0,85901.0,"=""35003"""
1787,NM,G3500050,Roswell Industrial Air Park,722680,33.3,-104.53,88203.0,"=""35005"""
1788,NM,G3500060,Albuquerque Intl Arpt  Isis,723650,35.04,-106.62,87106.0,"=""35006"""
1789,NM,G3500070,Taos Muni Apt Awos,723663,36.45,-105.67,87529.0,"=""35007"""
1790,NM,G3500090,Clovis Cannon Afb,722686,34.38,-103.32,88103.0,"=""35009"""
1791,NM,G3500110,Clovis Cannon Afb,722686,34.38,-103.32,88103.0,"=""35011"""
1792,NM,G3500130,Las Cruces Intl,722695,32.28,-106.92,,"=""35013"""
1793,NM,G3500150,Carlsbad Cavern City Air Term,722687,32.33,-104.27,,"=""35015"""
1794,NM,G3500170,Truth Or Consequences Muni Ap,722710,33.23,-107.27,,"=""35017"""
1795,NM,G3500190,Las Vegas Municipal Arpt,723677,35.65,-105.15,,"=""35019"""
1796,NM,G3500210,Tucumcari Faa Ap,723676,35.18,-103.6,,"=""35021"""
1797,NM,G3500230,Deming Muni,722725,32.25,-107.72,88030.0,"=""35023"""
1798,TX,G3500250,Wink Winkler County Ap,722656,31.78,-103.2,79789.0,"=""35025"""
1799,NM,G3500270,Sierra Blanca Rgnl,722683,33.47,-105.53,,"=""35027"""
1800,NM,G3500280,Sata Fe County Municipal Ap,723656,35.62,-106.08,87507.0,"=""35028"""
1801,NM,G3500290,Deming Muni,722725,32.25,-107.72,88030.0,"=""35029"""
1802,NM,G3500310,Gallup Sen Clarke Fld,723627,35.52,-108.78,87301.0,"=""35031"""
1803,NM,G3500330,Las Vegas Municipal Arpt,723677,35.65,-105.15,,"=""35033"""
