,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS
302,CT,G0900070,Hartford Brainard Fd,725087,41.73,-72.65,6109.0,"=""09007"""
303,CT,G0900090,New Haven Tweed Airport,725045,41.27,-72.88,6512.0,"=""09009"""
304,CT,G0900110,Groton New London Ap,725046,41.33,-72.05,6340.0,"=""09011"""
305,CT,G0900130,Hartford Brainard Fd,725087,41.73,-72.65,6109.0,"=""09013"""
306,MA,G0900150,Worcester Rgnl AP,725100,42.267,-71.883,1602.0,"=""09015"""
307,DE,G1000010,Dover Afb,724088,39.13,-75.47,19961.0,"=""10001"""
308,DE,G1000030,Wilmington New Castle Cnty Ap,724089,39.67,-75.6,19720.0,"=""10003"""
309,MD,G1000050,Salisbury-Ocean City-Wicomico Rgnl AP,723980,38.333,-75.517,21804.0,"=""10005"""
310,VA,G1100010,Washington Dc Reagan Ap,724050,38.87,-77.03,20242.0,"=""11001"""
311,FL,G1200010,Gainesville Rgnl AP,747560,29.7,-82.283,32609.0,"=""12001"""
312,FL,G1200030,Jacksonville Nas,722065,30.23,-81.67,32212.0,"=""12003"""
313,FL,G1200050,Panama City Bay Co,722245,30.2,-85.68,32405.0,"=""12005"""
314,FL,G1200070,Gainesville Regional Ap,722146,29.7,-82.28,32609.0,"=""12007"""
315,FL,G1200090,Melbourne Regional Ap,722040,28.12,-80.65,32935.0,"=""12009"""
316,FL,G1200110,Fort Lauderdale,722039,26.2,-80.17,33309.0,"=""12011"""
317,FL,G1200130,Tyndall Afb,747750,30.07,-85.58,32403.0,"=""12013"""
318,FL,G1200150,Fort Myers Page Field,722106,26.58,-81.87,33907.0,"=""12015"""
319,FL,G1200170,Ocala Muni  Awos,722055,29.17,-82.22,34474.0,"=""12017"""
320,FL,G1200190,Jacksonville Nas,722065,30.23,-81.67,32212.0,"=""12019"""
321,FL,G1200210,Naples Municipal,722038,26.15,-81.77,34104.0,"=""12021"""
322,FL,G1200230,Gainesville Rgnl AP,747560,29.7,-82.283,32609.0,"=""12023"""
323,FL,G1200270,Fort Myers Page Field,722106,26.58,-81.87,33907.0,"=""12027"""
324,FL,G1200290,Gainesville Rgnl AP,747560,29.7,-82.283,32609.0,"=""12029"""
325,FL,G1200310,Jacksonville Nas,722065,30.23,-81.67,32212.0,"=""12031"""
326,FL,G1200330,Pensacola Regional Ap,722223,30.48,-87.18,32504.0,"=""12033"""
327,FL,G1200350,Daytona Beach Intl AP,747870,29.183,-81.067,32114.0,"=""12035"""
328,FL,G1200370,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310.0,"=""12037"""
329,FL,G1200390,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310.0,"=""12039"""
330,FL,G1200410,Gainesville Rgnl AP,747560,29.7,-82.283,32609.0,"=""12041"""
331,FL,G1200430,Southwest Florida I,722108,26.53,-81.75,33913.0,"=""12043"""
332,FL,G1200450,Tyndall Afb,747750,30.07,-85.58,32403.0,"=""12045"""
333,GA,G1200470,Valdosta Wb Airport,722166,30.78,-83.28,31601.0,"=""12047"""
334,FL,G1200490,Lakeland Linder Rgn,722119,27.98,-82.02,33811.0,"=""12049"""
335,FL,G1200510,Southwest Florida I,722108,26.53,-81.75,33913.0,"=""12051"""
336,FL,G1200530,Tampa International Ap,722110,27.97,-82.53,33607.0,"=""12053"""
337,FL,G1200550,Lakeland Linder Rgn,722119,27.98,-82.02,33811.0,"=""12055"""
338,FL,G1200570,Tampa International Ap,722110,27.97,-82.53,33607.0,"=""12057"""
339,FL,G1200590,Panama City Bay Co,722245,30.2,-85.68,32405.0,"=""12059"""
340,FL,G1200610,Vero Beach Municipal Arpt,722045,27.65,-80.42,32960.0,"=""12061"""
341,FL,G1200630,Panama City Bay Co,722245,30.2,-85.68,32405.0,"=""12063"""
342,FL,G1200650,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310.0,"=""12065"""
343,GA,G1200670,Valdosta Wb Airport,722166,30.78,-83.28,31601.0,"=""12067"""
344,FL,G1200690,Orlando Executive Ap,722053,28.55,-81.33,32814.0,"=""12069"""
345,FL,G1200710,Fort Myers Page Field,722106,26.58,-81.87,33907.0,"=""12071"""
346,FL,G1200730,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310.0,"=""12073"""
347,FL,G1200750,Ocala Muni  Awos,722055,29.17,-82.22,34474.0,"=""12075"""
348,FL,G1200770,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310.0,"=""12077"""
349,GA,G1200790,Valdosta Wb Airport,722166,30.78,-83.28,31601.0,"=""12079"""
350,FL,G1200810,Sarasota Bradenton,722115,27.38,-82.55,34234.0,"=""12081"""
351,FL,G1200830,Ocala Muni  Awos,722055,29.17,-82.22,34474.0,"=""12083"""
352,FL,G1200850,St Lucie Co Intl,722103,27.48,-80.37,34946.0,"=""12085"""
353,FL,G1200860,Miami Intl Ap,722020,25.82,-80.3,33166.0,"=""12086"""
354,FL,G1200870,Marathon Airport,722016,24.73,-81.05,33050.0,"=""12087"""
355,FL,G1200890,Jacksonville Intl Arpt,722060,30.5,-81.7,,"=""12089"""
356,FL,G1200910,Valparaiso Elgin Afb,722210,30.48,-86.52,32580.0,"=""12091"""
357,FL,G1200930,St Lucie Co Intl,722103,27.48,-80.37,34946.0,"=""12093"""
358,FL,G1200950,Orlando Executive Ap,722053,28.55,-81.33,32814.0,"=""12095"""
359,FL,G1200970,Orlando Intl Arpt,722050,28.43,-81.33,32862.0,"=""12097"""
360,FL,G1200990,West Palm Beach Intl Arpt,722030,26.68,-80.1,33406.0,"=""12099"""
361,FL,G1201010,Tampa International Ap,722110,27.97,-82.53,33607.0,"=""12101"""
362,FL,G1201030,St Petersburg Clear,722116,27.9,-82.68,33762.0,"=""12103"""
363,FL,G1201050,Lakeland Linder Rgn,722119,27.98,-82.02,33811.0,"=""12105"""
364,FL,G1201070,Gainesville Regional Ap,722146,29.7,-82.28,32609.0,"=""12107"""
365,FL,G1201090,Jacksonville Nas,722065,30.23,-81.67,32212.0,"=""12109"""
366,FL,G1201110,St Lucie Co Intl,722103,27.48,-80.37,34946.0,"=""12111"""
367,FL,G1201130,Pensacola Regional Ap,722223,30.48,-87.18,32504.0,"=""12113"""
368,FL,G1201150,Sarasota Bradenton,722115,27.38,-82.55,34234.0,"=""12115"""
369,FL,G1201170,Orlando Sanford Airport,722057,28.78,-81.25,32773.0,"=""12117"""
370,FL,G1201190,Ocala Muni  Awos,722055,29.17,-82.22,34474.0,"=""12119"""
371,GA,G1201210,Valdosta Wb Airport,722166,30.78,-83.28,31601.0,"=""12121"""
372,GA,G1201230,Valdosta Wb Airport,722166,30.78,-83.28,31601.0,"=""12123"""
373,FL,G1201250,Gainesville Rgnl AP,747560,29.7,-82.283,32609.0,"=""12125"""
374,FL,G1201270,Daytona Beach Intl Ap,722056,29.18,-81.07,32114.0,"=""12127"""
375,FL,G1201290,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310.0,"=""12129"""
376,FL,G1201310,Valparaiso Elgin Afb,722210,30.48,-86.52,32580.0,"=""12131"""
377,FL,G1201330,Panama City Bay Co,722245,30.2,-85.68,32405.0,"=""12133"""
378,GA,G1300010,Alma-Bacon County AP,723160,31.533,-82.5,31510.0,"=""13001"""
379,GA,G1300030,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13003"""
380,GA,G1300050,Alma-Bacon County AP,723160,31.533,-82.5,31510.0,"=""13005"""
381,GA,G1300070,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13007"""
382,GA,G1300090,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297.0,"=""13009"""
383,GA,G1300110,Athens Ben Epps Ap,723110,33.95,-83.33,30605.0,"=""13011"""
384,GA,G1300130,Athens Ben Epps Ap,723110,33.95,-83.33,30605.0,"=""13013"""
385,GA,G1300150,Marietta Dobbins Afb,722270,33.92,-84.52,30069.0,"=""13015"""
386,GA,G1300170,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13017"""
387,GA,G1300190,Moody Afb Valdosta,747810,30.97,-83.2,31699.0,"=""13019"""
388,GA,G1300210,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297.0,"=""13021"""
389,GA,G1300230,Warner Robins Afb,722175,32.63,-83.6,31098.0,"=""13023"""
390,GA,G1300250,Brunswick Golden Is,722136,31.25,-81.47,31524.0,"=""13025"""
391,GA,G1300270,Valdosta Wb Airport,722166,30.78,-83.28,31601.0,"=""13027"""
392,GA,G1300290,Savannah Intl Ap,722070,32.12,-81.2,31418.0,"=""13029"""
393,GA,G1300310,Augusta Bush Field,722180,33.37,-81.97,,"=""13031"""
394,GA,G1300330,Augusta Bush Field,722180,33.37,-81.97,,"=""13033"""
395,GA,G1300350,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321.0,"=""13035"""
396,GA,G1300370,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13037"""
397,FL,G1300390,Jacksonville Intl Arpt,722060,30.5,-81.7,,"=""13039"""
398,GA,G1300430,Savannah Intl Ap,722070,32.12,-81.2,31418.0,"=""13043"""
399,GA,G1300450,Fulton Co Arpt Brow,722195,33.77,-84.52,30318.0,"=""13045"""
400,TN,G1300470,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421.0,"=""13047"""
401,FL,G1300490,Jacksonville Intl Arpt,722060,30.5,-81.7,,"=""13049"""
402,GA,G1300510,Hunter Aaf,747804,32.0,-81.15,31409.0,"=""13051"""
403,GA,G1300530,Fort Benning Lawson,722250,32.35,-85.0,36856.0,"=""13053"""
404,GA,G1300550,Rome R B Russell Ap,723200,34.35,-85.17,30165.0,"=""13055"""
405,GA,G1300570,Marietta Dobbins Afb,722270,33.92,-84.52,30069.0,"=""13057"""
406,GA,G1300590,Athens Ben Epps Ap,723110,33.95,-83.33,30605.0,"=""13059"""
407,AL,G1300610,Dothan Municipal Ap,722268,31.23,-85.43,36301.0,"=""13061"""
408,GA,G1300630,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321.0,"=""13063"""
409,GA,G1300650,Moody Afb Valdosta,747810,30.97,-83.2,31699.0,"=""13065"""
410,GA,G1300670,Marietta Dobbins Afb,722270,33.92,-84.52,30069.0,"=""13067"""
411,GA,G1300690,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13069"""
412,GA,G1300710,Moody Afb Valdosta,747810,30.97,-83.2,31699.0,"=""13071"""
413,GA,G1300730,Augusta Bush Field,722180,33.37,-81.97,,"=""13073"""
414,GA,G1300750,Moody Afb Valdosta,747810,30.97,-83.2,31699.0,"=""13075"""
415,GA,G1300770,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321.0,"=""13077"""
416,GA,G1300790,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297.0,"=""13079"""
417,GA,G1300810,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13081"""
418,TN,G1300830,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421.0,"=""13083"""
419,GA,G1300850,Rome R B Russell Ap,723200,34.35,-85.17,30165.0,"=""13085"""
420,FL,G1300870,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310.0,"=""13087"""
421,GA,G1300890,Dekalb Peachtree,722196,33.87,-84.3,30345.0,"=""13089"""
422,GA,G1300910,Warner Robins Afb,722175,32.63,-83.6,31098.0,"=""13091"""
423,GA,G1300930,Warner Robins Afb,722175,32.63,-83.6,31098.0,"=""13093"""
424,GA,G1300950,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13095"""
425,GA,G1300970,Fulton Co Arpt Brow,722195,33.77,-84.52,30318.0,"=""13097"""
426,AL,G1300990,Dothan Municipal Ap,722268,31.23,-85.43,36301.0,"=""13099"""
427,GA,G1301010,Valdosta Wb Airport,722166,30.78,-83.28,31601.0,"=""13101"""
428,GA,G1301030,Savannah Intl Ap,722070,32.12,-81.2,31418.0,"=""13103"""
429,SC,G1301050,Anderson County Ap,723125,34.5,-82.72,29626.0,"=""13105"""
430,GA,G1301070,Augusta Bush Field,722180,33.37,-81.97,,"=""13107"""
431,GA,G1301090,Savannah Intl Ap,722070,32.12,-81.2,31418.0,"=""13109"""
432,TN,G1301110,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421.0,"=""13111"""
433,GA,G1301130,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321.0,"=""13113"""
434,GA,G1301150,Rome R B Russell Ap,723200,34.35,-85.17,30165.0,"=""13115"""
435,GA,G1301170,Dekalb Peachtree,722196,33.87,-84.3,30345.0,"=""13117"""
436,NC,G1301190,Asheville Regional Arpt,723150,35.43,-82.53,28704.0,"=""13119"""
437,GA,G1301210,Dekalb Peachtree,722196,33.87,-84.3,30345.0,"=""13121"""
438,GA,G1301230,Rome R B Russell Ap,723200,34.35,-85.17,30165.0,"=""13123"""
439,GA,G1301250,Augusta Bush Field,722180,33.37,-81.97,,"=""13125"""
440,GA,G1301270,Brunswick Golden Is,722136,31.25,-81.47,31524.0,"=""13127"""
441,GA,G1301290,Rome R B Russell Ap,723200,34.35,-85.17,30165.0,"=""13129"""
442,FL,G1301310,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310.0,"=""13131"""
443,GA,G1301330,Athens Ben Epps Ap,723110,33.95,-83.33,30605.0,"=""13133"""
444,GA,G1301350,Dekalb Peachtree,722196,33.87,-84.3,30345.0,"=""13135"""
445,TN,G1301370,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""13137"""
446,GA,G1301390,Rome R B Russell Ap,723200,34.35,-85.17,30165.0,"=""13139"""
447,GA,G1301410,Athens Ben Epps Ap,723110,33.95,-83.33,30605.0,"=""13141"""
448,GA,G1301430,Fulton Co Arpt Brow,722195,33.77,-84.52,30318.0,"=""13143"""
449,GA,G1301450,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904.0,"=""13145"""
450,SC,G1301470,Anderson County Ap,723125,34.5,-82.72,29626.0,"=""13147"""
451,GA,G1301490,Fulton Co Arpt Brow,722195,33.77,-84.52,30318.0,"=""13149"""
452,GA,G1301510,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321.0,"=""13151"""
453,GA,G1301530,Warner Robins Afb,722175,32.63,-83.6,31098.0,"=""13153"""
454,GA,G1301550,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13155"""
455,GA,G1301570,Athens Ben Epps Ap,723110,33.95,-83.33,30605.0,"=""13157"""
456,GA,G1301590,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297.0,"=""13159"""
457,GA,G1301610,Alma-Bacon County AP,723160,31.533,-82.5,31510.0,"=""13161"""
458,GA,G1301630,Augusta Bush Field,722180,33.37,-81.97,,"=""13163"""
459,GA,G1301650,Augusta Bush Field,722180,33.37,-81.97,,"=""13165"""
460,GA,G1301670,Warner Robins Afb,722175,32.63,-83.6,31098.0,"=""13167"""
461,GA,G1301690,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297.0,"=""13169"""
462,GA,G1301710,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321.0,"=""13171"""
463,GA,G1301730,Moody Afb Valdosta,747810,30.97,-83.2,31699.0,"=""13173"""
464,GA,G1301750,Warner Robins Afb,722175,32.63,-83.6,31098.0,"=""13175"""
465,GA,G1301770,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13177"""
466,GA,G1301790,Hunter Aaf,747804,32.0,-81.15,31409.0,"=""13179"""
467,GA,G1301810,Augusta Bush Field,722180,33.37,-81.97,,"=""13181"""
468,GA,G1301830,Brunswick Golden Is,722136,31.25,-81.47,31524.0,"=""13183"""
469,GA,G1301850,Valdosta Wb Airport,722166,30.78,-83.28,31601.0,"=""13185"""
470,GA,G1301870,Rome R B Russell Ap,723200,34.35,-85.17,30165.0,"=""13187"""
471,GA,G1301890,Augusta Bush Field,722180,33.37,-81.97,,"=""13189"""
472,GA,G1301910,Brunswick Golden Is,722136,31.25,-81.47,31524.0,"=""13191"""
473,GA,G1301930,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297.0,"=""13193"""
474,GA,G1301950,Athens Ben Epps Ap,723110,33.95,-83.33,30605.0,"=""13195"""
475,GA,G1301970,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904.0,"=""13197"""
476,GA,G1301990,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904.0,"=""13199"""
477,FL,G1302010,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310.0,"=""13201"""
478,GA,G1302050,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13205"""
479,GA,G1302070,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297.0,"=""13207"""
480,GA,G1302090,Alma-Bacon County AP,723160,31.533,-82.5,31510.0,"=""13209"""
481,GA,G1302110,Athens Ben Epps Ap,723110,33.95,-83.33,30605.0,"=""13211"""
482,TN,G1302130,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421.0,"=""13213"""
483,GA,G1302150,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904.0,"=""13215"""
484,GA,G1302170,Dekalb Peachtree,722196,33.87,-84.3,30345.0,"=""13217"""
485,GA,G1302190,Athens Ben Epps Ap,723110,33.95,-83.33,30605.0,"=""13219"""
486,GA,G1302210,Athens Ben Epps Ap,723110,33.95,-83.33,30605.0,"=""13221"""
487,GA,G1302230,Marietta Dobbins Afb,722270,33.92,-84.52,30069.0,"=""13223"""
488,GA,G1302250,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297.0,"=""13225"""
489,GA,G1302270,Marietta Dobbins Afb,722270,33.92,-84.52,30069.0,"=""13227"""
490,GA,G1302290,Alma Bacon County Ap,722135,31.53,-82.5,31510.0,"=""13229"""
491,GA,G1302310,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321.0,"=""13231"""
492,GA,G1302330,Marietta Dobbins Afb,722270,33.92,-84.52,30069.0,"=""13233"""
493,GA,G1302350,Warner Robins Afb,722175,32.63,-83.6,31098.0,"=""13235"""
494,GA,G1302370,Athens Ben Epps Ap,723110,33.95,-83.33,30605.0,"=""13237"""
495,GA,G1302390,Fort Benning Lawson,722250,32.35,-85.0,36856.0,"=""13239"""
496,NC,G1302410,Asheville Regional Arpt,723150,35.43,-82.53,28704.0,"=""13241"""
497,GA,G1302430,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13243"""
498,GA,G1302450,Augusta Bush Field,722180,33.37,-81.97,,"=""13245"""
499,GA,G1302470,Dekalb Peachtree,722196,33.87,-84.3,30345.0,"=""13247"""
500,GA,G1302490,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904.0,"=""13249"""
501,GA,G1302510,Augusta Bush Field,722180,33.37,-81.97,,"=""13251"""
502,FL,G1302530,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310.0,"=""13253"""
503,GA,G1302550,Atlanta Hartsfield Intl Ap,722190,33.63,-84.43,30321.0,"=""13255"""
504,NC,G1302570,Asheville Regional Arpt,723150,35.43,-82.53,28704.0,"=""13257"""
505,GA,G1302590,Fort Benning Lawson,722250,32.35,-85.0,36856.0,"=""13259"""
506,GA,G1302610,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13261"""
507,GA,G1302630,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904.0,"=""13263"""
508,GA,G1302650,Athens Ben Epps Ap,723110,33.95,-83.33,30605.0,"=""13265"""
509,GA,G1302670,Alma-Bacon County AP,723160,31.533,-82.5,31510.0,"=""13267"""
510,GA,G1302690,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297.0,"=""13269"""
511,GA,G1302710,Alma-Bacon County AP,723160,31.533,-82.5,31510.0,"=""13271"""
512,GA,G1302730,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13273"""
513,FL,G1302750,Tallahassee Regional Ap  Isis,722140,30.38,-84.37,32310.0,"=""13275"""
514,GA,G1302770,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13277"""
515,GA,G1302790,Alma-Bacon County AP,723160,31.533,-82.5,31510.0,"=""13279"""
516,TN,G1302810,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""13281"""
517,GA,G1302830,Alma-Bacon County AP,723160,31.533,-82.5,31510.0,"=""13283"""
518,GA,G1302850,Columbus Metropolitan Arpt,722255,32.52,-84.95,31904.0,"=""13285"""
519,GA,G1302870,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13287"""
520,GA,G1302890,Warner Robins Afb,722175,32.63,-83.6,31098.0,"=""13289"""
521,TN,G1302910,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""13291"""
522,GA,G1302930,Macon Middle Ga Regional Ap,722170,32.68,-83.65,31297.0,"=""13293"""
523,TN,G1302950,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421.0,"=""13295"""
524,GA,G1302970,Athens Ben Epps Ap,723110,33.95,-83.33,30605.0,"=""13297"""
525,GA,G1302990,Alma Bacon County Ap,722135,31.53,-82.5,31510.0,"=""13299"""
526,GA,G1303010,Augusta Bush Field,722180,33.37,-81.97,,"=""13301"""
527,GA,G1303030,Warner Robins Afb,722175,32.63,-83.6,31098.0,"=""13303"""
528,GA,G1303050,Brunswick Golden Is,722136,31.25,-81.47,31524.0,"=""13305"""
529,GA,G1303070,Fort Benning Lawson,722250,32.35,-85.0,36856.0,"=""13307"""
530,GA,G1303090,Alma-Bacon County AP,723160,31.533,-82.5,31510.0,"=""13309"""
531,TN,G1303110,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701.0,"=""13311"""
532,TN,G1303130,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421.0,"=""13313"""
533,GA,G1303150,Warner Robins Afb,722175,32.63,-83.6,31098.0,"=""13315"""
534,GA,G1303170,Athens Ben Epps Ap,723110,33.95,-83.33,30605.0,"=""13317"""
535,GA,G1303190,Warner Robins Afb,722175,32.63,-83.6,31098.0,"=""13319"""
536,GA,G1303210,Albany Dougherty County Ap,722160,31.53,-84.18,31707.0,"=""13321"""
537,HI,G1500010,Hilo International Ap,912850,19.72,-155.05,96720.0,"=""15001"""
538,HI,G1500030,Honolulu Intl Arpt,911820,21.32,-157.93,96853.0,"=""15003"""
539,HI,G1500070,Lihue Airport,911650,21.98,-159.33,96766.0,"=""15007"""
540,HI,G1500090,Kahului Airport,911900,20.9,-156.43,96732.0,"=""15009"""
541,ID,G1600010,Boise Air Terminal  Uo,726810,43.62,-116.21,83702.0,"=""16001"""
542,ID,G1600030,Boise Air Terminal  Uo,726810,43.62,-116.21,83702.0,"=""16003"""
543,ID,G1600050,Pocatello Regional Ap,725780,42.92,-112.57,,"=""16005"""
544,ID,G1600070,Soda Springs Tigert,725868,42.65,-111.58,83276.0,"=""16007"""
545,ID,G1600090,Coeur D Alene Awos,727834,47.77,-116.82,83835.0,"=""16009"""
546,ID,G1600110,Pocatello Regional Ap,725780,42.92,-112.57,,"=""16011"""
547,ID,G1600130,Hailey Friedman Mem,725865,43.5,-114.3,83333.0,"=""16013"""
548,ID,G1600150,Boise Air Terminal  Uo,726810,43.62,-116.21,83702.0,"=""16015"""
549,MT,G1600170,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,,"=""16017"""
550,ID,G1600190,Idaho Falls Fanning Field,725785,43.52,-112.07,83402.0,"=""16019"""
551,MT,G1600210,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,,"=""16021"""
552,ID,G1600230,Hailey Friedman Mem,725865,43.5,-114.3,83333.0,"=""16023"""
553,ID,G1600250,Hailey Friedman Mem,725865,43.5,-114.3,83333.0,"=""16025"""
554,ID,G1600270,Caldwell  Awos,726813,43.63,-116.63,83651.0,"=""16027"""
555,ID,G1600290,Soda Springs Tigert,725868,42.65,-111.58,83276.0,"=""16029"""
556,ID,G1600310,Burley Municipal Arpt,725867,42.53,-113.77,83318.0,"=""16031"""
557,ID,G1600330,Idaho Falls Fanning Field,725785,43.52,-112.07,83402.0,"=""16033"""
558,ID,G1600350,Lewiston Nez Perce Cnty Ap,727830,46.37,-117.02,83501.0,"=""16035"""
559,ID,G1600370,Hailey Friedman Mem,725865,43.5,-114.3,83333.0,"=""16037"""
560,ID,G1600390,Mountain Home Afb,726815,43.05,-115.87,83648.0,"=""16039"""
561,ID,G1600410,Malad City,725786,42.15,-112.28,,"=""16041"""
562,ID,G1600430,Idaho Falls Fanning Field,725785,43.52,-112.07,83402.0,"=""16043"""
563,ID,G1600450,Caldwell  Awos,726813,43.63,-116.63,83651.0,"=""16045"""
564,ID,G1600470,Joslin Fld Magic Va  Twin Fall,725866,42.55,-114.35,83341.0,"=""16047"""
565,ID,G1600490,Lewiston Nez Perce Cnty Ap,727830,46.37,-117.02,83501.0,"=""16049"""
566,ID,G1600510,Idaho Falls Fanning Field,725785,43.52,-112.07,83402.0,"=""16051"""
567,ID,G1600530,Joslin Fld Magic Va  Twin Fall,725866,42.55,-114.35,83341.0,"=""16053"""
568,ID,G1600550,Coeur D Alene Awos,727834,47.77,-116.82,83835.0,"=""16055"""
569,WA,G1600570,Pullman Moscow Rgnl,727857,46.75,-117.12,99164.0,"=""16057"""
570,ID,G1600590,Salmon Lemhi  Awos,726865,45.12,-113.88,83467.0,"=""16059"""
571,ID,G1600610,Lewiston Nez Perce Cnty Ap,727830,46.37,-117.02,83501.0,"=""16061"""
572,ID,G1600630,Joslin Fld Magic Va  Twin Fall,725866,42.55,-114.35,83341.0,"=""16063"""
573,ID,G1600650,Idaho Falls Fanning Field,725785,43.52,-112.07,83402.0,"=""16065"""
574,ID,G1600670,Burley Municipal Arpt,725867,42.53,-113.77,83318.0,"=""16067"""
575,ID,G1600690,Lewiston Nez Perce Cnty Ap,727830,46.37,-117.02,83501.0,"=""16069"""
576,ID,G1600710,Malad City,725786,42.15,-112.28,,"=""16071"""
577,ID,G1600730,Caldwell  Awos,726813,43.63,-116.63,83651.0,"=""16073"""
