State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes
MO,G2902150,Ft Lnrd Wd Aaf,724457,37.75,-92.15,65473
MO,G2902170,Joplin Municipal Ap,723495,37.15,-94.5,64870
MO,G2902190,St Louis Spirit Of St Louis A,724345,38.65,-90.65,63005
MO,G2902210,Farmington,724454,37.77,-90.4,
MO,G2902230,Poplar Bluff Amos,723300,36.77,-90.47,63901
MO,G2902250,Springfield Regional Arpt,724400,37.23,-93.38,
IA,G2902270,Creston,725474,41.02,-94.37,50801
MO,G2902290,Ft Lnrd Wd Aaf,724457,37.75,-92.15,65473
IL,G2905100,Cahokia St  Louis,725314,38.57,-90.15,62206
MT,G3000010,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701
WY,G3000030,Sheridan County Arpt,726660,44.77,-106.97,82801
MT,G3000050,Havre City County Ap,727770,48.55,-109.77,
MT,G3000070,Helena Regional Airport,727720,46.6,-111.97,59601
MT,G3000090,Billings Logan IntL Arpt,726770,45.8,-108.55,59102
MT,G3000110,Glendive Awos,726676,47.13,-104.8,59330
MT,G3000130,Great Falls Intl Arpt,727750,47.47,-111.38,59404
MT,G3000150,Havre City County Ap,727770,48.55,-109.77,
MT,G3000170,Miles City Municipal Arpt,742300,46.43,-105.88,
MT,G3000190,Wolf Point Intl  Fort Peck   S,727686,48.31,-105.1,
MT,G3000210,Glendive Awos,726676,47.13,-104.8,59330
MT,G3000230,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701
MT,G3000250,Glendive Awos,726676,47.13,-104.8,59330
MT,G3000270,Lewistown Municipal Arpt,726776,47.05,-109.45,59457
MT,G3000290,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,
MT,G3000310,Bozeman Gallatin Field,726797,45.8,-111.15,59714
MT,G3000330,Glasgow Intl Arpt,727680,48.22,-106.62,
MT,G3000350,Cut Bank Muni Ap,727796,48.6,-112.37,59427
MT,G3000370,Billings Logan IntL Arpt,726770,45.8,-108.55,59102
MT,G3000390,Missoula International Ap,727730,46.92,-114.1,
MT,G3000410,Havre City County Ap,727770,48.55,-109.77,
MT,G3000430,Helena Regional Airport,727720,46.6,-111.97,59601
MT,G3000450,Lewistown Municipal Arpt,726776,47.05,-109.45,59457
MT,G3000470,Missoula International Ap,727730,46.92,-114.1,
MT,G3000490,Helena Regional Airport,727720,46.6,-111.97,59601
MT,G3000510,Great Falls Intl Arpt,727750,47.47,-111.38,59404
MT,G3000530,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,
MT,G3000550,Wolf Point Intl  Fort Peck   S,727686,48.31,-105.1,
MT,G3000570,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701
MT,G3000590,Bozeman Gallatin Field,726797,45.8,-111.15,59714
MT,G3000610,Missoula International Ap,727730,46.92,-114.1,
MT,G3000630,Missoula International Ap,727730,46.92,-114.1,
MT,G3000650,Billings Logan IntL Arpt,726770,45.8,-108.55,59102
MT,G3000670,Livingston Mission Field,726798,45.7,-110.45,
MT,G3000690,Lewistown Municipal Arpt,726776,47.05,-109.45,59457
MT,G3000710,Glasgow Intl Arpt,727680,48.22,-106.62,
MT,G3000730,Cut Bank Intl AP,727690,48.6,-112.367,59427
MT,G3000750,Miles City Municipal Arpt,742300,46.43,-105.88,
MT,G3000770,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701
MT,G3000790,Glendive Awos,726676,47.13,-104.8,59330
MT,G3000810,Missoula International Ap,727730,46.92,-114.1,
MT,G3000830,Sidney Richland,727687,47.7,-104.2,59270
MT,G3000850,Wolf Point Intl  Fort Peck   S,727686,48.31,-105.1,
MT,G3000870,Miles City Municipal Arpt,742300,46.43,-105.88,
MT,G3000890,Kalispell Glacier Pk IntL Ar,727790,48.32,-114.25,
ND,G3000910,Williston Sloulin Intl Ap,727670,48.2,-103.65,58801
MT,G3000930,Butte Bert Mooney Arpt,726785,45.95,-112.5,59701
MT,G3000950,Billings Logan IntL Arpt,726770,45.8,-108.55,59102
MT,G3000970,Livingston Mission Field,726798,45.7,-110.45,
MT,G3000990,Great Falls Intl Arpt,727750,47.47,-111.38,59404
MT,G3001010,Cut Bank Intl AP,727690,48.6,-112.367,59427
MT,G3001030,Miles City Municipal Arpt,742300,46.43,-105.88,
MT,G3001050,Glasgow Intl Arpt,727680,48.22,-106.62,
MT,G3001070,Lewistown Municipal Arpt,726776,47.05,-109.45,59457
ND,G3001090,Dickinson Municipal Ap,727645,46.8,-102.8,
MT,G3001110,Billings Logan IntL Arpt,726770,45.8,-108.55,59102
NE,G3100010,Hastings Municipal,725525,40.6,-98.43,68902
NE,G3100030,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701
NE,G3100050,Imperial Faa Ap,725626,40.52,-101.62,69033
NE,G3100070,Scottsbluff W B Heilig Field,725660,41.87,-103.6,
NE,G3100090,Broken Bow Muni,725555,41.43,-99.65,68822
NE,G3100110,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701
NE,G3100130,Alliance Municipal,725635,42.05,-102.8,
NE,G3100150,O Neill Baker Field,725566,42.47,-98.68,
NE,G3100170,Ainsworth Municipal,725556,42.58,-100,
NE,G3100190,Kearney Muni  Awos,725526,40.73,-99,68847
NE,G3100210,Tekamah  Asos,725527,41.77,-96.17,68061
NE,G3100230,Columbus Muni,725565,41.45,-97.33,68601
NE,G3100250,Bellevue Offutt Afb,725540,41.12,-95.92,68123
SD,G3100270,Chan Gurney Muni,726525,42.92,-97.38,
NE,G3100290,Imperial Faa Ap,725626,40.52,-101.62,69033
NE,G3100310,Valentine Miller Field,725670,42.87,-100.55,69201
NE,G3100330,Sidney Municipal Ap,725610,41.1,-102.98,69162
NE,G3100350,Hastings Municipal,725525,40.6,-98.43,68902
NE,G3100370,Columbus Muni,725565,41.45,-97.33,68601
NE,G3100390,Fremont Muni Arpt,725564,41.45,-96.52,68025
NE,G3100410,Broken Bow Muni,725555,41.43,-99.65,68822
IA,G3100430,Sioux City Sioux Gateway Ap,725570,42.38,-96.38,51054
NE,G3100450,Chadron Municipal Ap,725636,42.83,-103.08,
NE,G3100470,Broken Bow Muni,725555,41.43,-99.65,68822
NE,G3100490,Sidney Municipal Ap,725610,41.1,-102.98,69162
IA,G3100510,Sioux City Sioux Gateway Ap,725570,42.38,-96.38,51054
NE,G3100530,Fremont Muni Arpt,725564,41.45,-96.52,68025
NE,G3100550,Omaha Wsfo,725530,41.37,-96.02,68152
NE,G3100570,Imperial Faa Ap,725626,40.52,-101.62,69033
NE,G3100590,Hastings Municipal,725525,40.6,-98.43,68902
NE,G3100610,Brewster Field Arpt,725628,40.45,-99.33,68949
NE,G3100630,Mccook Municipal,725625,40.2,-100.58,69001
NE,G3100650,Brewster Field Arpt,725628,40.45,-99.33,68949
NE,G3100670,Beatrice Municipal,725515,40.3,-96.75,
NE,G3100690,Sidney Municipal Ap,725610,41.1,-102.98,69162
NE,G3100710,Ord Sharp Field,725524,41.62,-98.95,68862
NE,G3100730,Brewster Field Arpt,725628,40.45,-99.33,68949
NE,G3100750,Alliance Municipal,725635,42.05,-102.8,
NE,G3100770,Ord Sharp Field,725524,41.62,-98.95,68862
NE,G3100790,Grand Island Central Ne Regio,725520,40.97,-98.32,68824
NE,G3100810,Grand Island Central Ne Regio,725520,40.97,-98.32,68824
NE,G3100830,Brewster Field Arpt,725628,40.45,-99.33,68949
NE,G3100850,Imperial Faa Ap,725626,40.52,-101.62,69033
NE,G3100870,Mccook Municipal,725625,40.2,-100.58,69001
NE,G3100890,O Neill Baker Field,725566,42.47,-98.68,
NE,G3100910,North Platte Regional Ap,725620,41.12,-100.67,69101
NE,G3100930,Grand Island Central Ne Regio,725520,40.97,-98.32,68824
NE,G3100950,Beatrice Municipal,725515,40.3,-96.75,
NE,G3100970,Beatrice Municipal,725515,40.3,-96.75,
NE,G3100990,Kearney Muni  Awos,725526,40.73,-99,68847
NE,G3101010,Imperial Faa Ap,725626,40.52,-101.62,69033
NE,G3101030,Ainsworth Municipal,725556,42.58,-100,
NE,G3101050,Scottsbluff W B Heilig Field,725660,41.87,-103.6,
SD,G3101070,Chan Gurney Muni,726525,42.92,-97.38,
NE,G3101090,Lincoln Municipal Arpt,725510,40.83,-96.77,68588
NE,G3101110,North Platte Regional Ap,725620,41.12,-100.67,69101
NE,G3101130,North Platte Regional Ap,725620,41.12,-100.67,69101
NE,G3101150,Broken Bow Muni,725555,41.43,-99.65,68822
NE,G3101170,North Platte Regional Ap,725620,41.12,-100.67,69101
NE,G3101190,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701
NE,G3101210,Grand Island Central Ne Regio,725520,40.97,-98.32,68824
NE,G3101230,Scottsbluff W B Heilig Field,725660,41.87,-103.6,
NE,G3101250,Columbus Muni,725565,41.45,-97.33,68601
NE,G3101270,Falls City Brenner,725533,40.08,-95.6,68355
NE,G3101290,Hastings Municipal,725525,40.6,-98.43,68902
NE,G3101310,Bellevue Offutt Afb,725540,41.12,-95.92,68123
NE,G3101330,Falls City Brenner,725533,40.08,-95.6,68355
NE,G3101350,Imperial Faa Ap,725626,40.52,-101.62,69033
NE,G3101370,Brewster Field Arpt,725628,40.45,-99.33,68949
NE,G3101390,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701
NE,G3101410,Columbus Muni,725565,41.45,-97.33,68601
NE,G3101430,Columbus Muni,725565,41.45,-97.33,68601
NE,G3101450,Mccook Municipal,725625,40.2,-100.58,69001
NE,G3101470,Falls City Brenner,725533,40.08,-95.6,68355
NE,G3101490,Ainsworth Municipal,725556,42.58,-100,
NE,G3101510,Lincoln Municipal Arpt,725510,40.83,-96.77,68588
NE,G3101530,Bellevue Offutt Afb,725540,41.12,-95.92,68123
NE,G3101550,Fremont Muni Arpt,725564,41.45,-96.52,68025
NE,G3101570,Scottsbluff W B Heilig Field,725660,41.87,-103.6,
NE,G3101590,Lincoln Municipal Arpt,725510,40.83,-96.77,68588
NE,G3101610,Chadron Municipal Ap,725636,42.83,-103.08,
NE,G3101630,Ord Sharp Field,725524,41.62,-98.95,68862
NE,G3101650,Scottsbluff W B Heilig Field,725660,41.87,-103.6,
NE,G3101670,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701
KS,G3101690,Concordia Blosser Muni Ap,724580,39.55,-97.65,66901
NE,G3101710,Ainsworth Municipal,725556,42.58,-100,
IA,G3101730,Sioux City Sioux Gateway Ap,725570,42.38,-96.38,51054
NE,G3101750,Ord Sharp Field,725524,41.62,-98.95,68862
NE,G3101770,Omaha Wsfo,725530,41.37,-96.02,68152
NE,G3101790,Norfolk Karl Stefan Mem Arpt,725560,41.98,-97.43,68701
NE,G3101810,Hastings Municipal,725525,40.6,-98.43,68902
NE,G3101830,Ord Sharp Field,725524,41.62,-98.95,68862
NE,G3101850,Columbus Muni,725565,41.45,-97.33,68601
NV,G3200010,Fallon Naas,724885,39.42,-118.72,
NV,G3200030,Las Vegas Mccarran Intl Ap,723860,36.08,-115.15,89154
CA,G3200050,Truckee Tahoe,725846,39.32,-120.13,
NV,G3200070,Elko Municipal Arpt,725825,40.83,-115.8,89890
NV,G3200090,Tonopah Airport,724855,38.07,-117.08,
NV,G3200110,Elko Municipal Arpt,725825,40.83,-115.8,89890
NV,G3200130,Winnemucca Municipal Arpt,725830,40.9,-117.8,88944
NV,G3200150,Winnemucca Municipal Arpt,725830,40.9,-117.8,88944
UT,G3200170,Cedar City Municipal Ap,724755,37.7,-113.1,84720
NV,G3200190,Reno Tahoe International Ap,724880,39.48,-119.77,89502
NV,G3200210,Fallon Naas,724885,39.42,-118.72,
NV,G3200230,Mercury Desert Rock Ap  Surfra,723870,36.63,-116.02,89023
NV,G3200270,Lovelock Derby Field,725805,40.07,-118.55,
NV,G3200290,Reno Tahoe International Ap,724880,39.48,-119.77,89502
NV,G3200310,Reno Tahoe International Ap,724880,39.48,-119.77,89502
NV,G3200330,Ely Yelland Field,724860,39.3,-114.85,89301
NV,G3205100,Reno Tahoe International Ap,724880,39.48,-119.77,89502
NH,G3300010,Laconia Muni  Awos,726155,43.57,-71.42,3249
NH,G3300030,Laconia Muni  Awos,726155,43.57,-71.42,3249
NH,G3300050,Dillant Hopkins,726165,42.9,-72.27,3446
NH,G3300070,Berlin Municipal,726160,44.58,-71.18,3588
NH,G3300090,Lebanon Municipal,726116,43.63,-72.3,3784
NH,G3300110,Manchester Airport,743945,42.93,-71.43,3103
NH,G3300130,Concord Municipal Arpt,726050,43.2,-71.5,3305
MA,G3300150,Lawrence Muni,744904,42.72,-71.12,1842
NH,G3300170,Pease Intl Tradepor,726055,43.08,-70.82,3801
VT,G3300190,Springfield Hartnes,726115,43.35,-72.52,5151
NJ,G3400010,Atlantic City Intl Ap,724070,39.45,-74.57,8240
NJ,G3400030,Teterboro Airport,725025,40.85,-74.07,7608
PA,G3400050,Philadelphia Ne Philadelphia,724085,40.08,-75.02,19114
PA,G3400070,Philadelphia International Ap,724080,39.87,-75.23,19113
NJ,G3400090,Cape May Co,745966,39,-74.92,8204
NJ,G3400110,Millville Municipal Ap,724075,39.37,-75.08,8332
NJ,G3400130,Newark International Arpt,725020,40.72,-74.18,7104
PA,G3400150,Philadelphia International Ap,724080,39.87,-75.23,19113
NY,G3400170,New York Central Prk Obs Belv,725033,40.78,-73.97,10024
NJ,G3400190,Trenton Mercer County Ap,724095,40.28,-74.82,8628
NJ,G3400210,Trenton Mercer County Ap,724095,40.28,-74.82,8628
NJ,G3400230,Newark International Arpt,725020,40.72,-74.18,7104
NJ,G3400250,Belmar Asc,724084,40.18,-74.07,7719
NJ,G3400270,Teterboro Airport,725025,40.85,-74.07,7608
NJ,G3400290,Belmar Asc,724084,40.18,-74.07,7719
NJ,G3400310,Caldwell Essex Co,724094,40.88,-74.28,7004
DE,G3400330,Wilmington New Castle Cnty Ap,724089,39.67,-75.6,19720
NJ,G3400350,Trenton Mercer County Ap,724095,40.28,-74.82,8628
NJ,G3400370,Teterboro Airport,725025,40.85,-74.07,7608
NJ,G3400390,Newark International Arpt,725020,40.72,-74.18,7104
PA,G3400410,Allentown Lehigh Valley Intl,725170,40.65,-75.45,18032
NM,G3500010,Albuquerque Intl Arpt  Isis,723650,35.04,-106.62,87106
AZ,G3500030,Show Low Municipal,723747,34.27,-110,85901
NM,G3500050,Roswell Industrial Air Park,722680,33.3,-104.53,88203
NM,G3500060,Albuquerque Intl Arpt  Isis,723650,35.04,-106.62,87106
NM,G3500070,Taos Muni Apt Awos,723663,36.45,-105.67,87529
NM,G3500090,Clovis Cannon Afb,722686,34.38,-103.32,88103
NM,G3500110,Clovis Cannon Afb,722686,34.38,-103.32,88103
NM,G3500130,Las Cruces Intl,722695,32.28,-106.92,
NM,G3500150,Carlsbad Cavern City Air Term,722687,32.33,-104.27,
NM,G3500170,Truth Or Consequences Muni Ap,722710,33.23,-107.27,
NM,G3500190,Las Vegas Municipal Arpt,723677,35.65,-105.15,
NM,G3500210,Tucumcari Faa Ap,723676,35.18,-103.6,
NM,G3500230,Deming Muni,722725,32.25,-107.72,88030
TX,G3500250,Wink Winkler County Ap,722656,31.78,-103.2,79789
NM,G3500270,Sierra Blanca Rgnl,722683,33.47,-105.53,
NM,G3500280,Sata Fe County Municipal Ap,723656,35.62,-106.08,87507
NM,G3500290,Deming Muni,722725,32.25,-107.72,88030
NM,G3500310,Gallup Sen Clarke Fld,723627,35.52,-108.78,87301
NM,G3500330,Las Vegas Municipal Arpt,723677,35.65,-105.15,
NM,G3500350,Holloman Afb,747320,32.85,-106.1,
NM,G3500370,Tucumcari Faa Ap,723676,35.18,-103.6,
NM,G3500390,Taos Muni Apt Awos,723663,36.45,-105.67,87529
NM,G3500410,Clovis Cannon Afb,722686,34.38,-103.32,88103
NM,G3500430,Albuquerque Intl Arpt  Isis,723650,35.04,-106.62,87106
NM,G3500450,Farmington Four Corners Regl,723658,36.75,-108.23,
NM,G3500470,Las Vegas Municipal Arpt,723677,35.65,-105.15,
NM,G3500490,Sata Fe County Municipal Ap,723656,35.62,-106.08,87507
NM,G3500510,Truth Or Consequences Muni Ap,722710,33.23,-107.27,
NM,G3500530,Albuquerque Intl Arpt  Isis,723650,35.04,-106.62,87106
NM,G3500550,Taos Muni Apt Awos,723663,36.45,-105.67,87529
NM,G3500570,Sata Fe County Municipal Ap,723656,35.62,-106.08,87507
NM,G3500590,Clayton Municipal Airpark,723600,36.45,-103.15,
NM,G3500610,Albuquerque Intl Arpt  Isis,723650,35.04,-106.62,87106
NY,G3600010,Albany County Ap,725180,42.75,-73.8,12205
PA,G3600030,Bradford Regional Ap,725266,41.8,-78.63,
NY,G3600050,New York Laguardia Arpt,725030,40.78,-73.88,11371
NY,G3600070,Binghamton Edwin A Link Field,725150,42.2,-75.98,13905
PA,G3600090,Bradford Regional Ap,725266,41.8,-78.63,
NY,G3600110,Syracuse Hancock IntL Arpt,725190,43.12,-76.1,13212
NY,G3600130,Jamestown  Awos,725235,42.15,-79.27,14701
NY,G3600150,Elmira Corning Regional Ap,725156,42.17,-76.9,14845
NY,G3600170,Binghamton Edwin A Link Field,725150,42.2,-75.98,13905
VT,G3600190,Burlington International Ap,726170,44.47,-73.15,5403
NY,G3600210,Albany County Ap,725180,42.75,-73.8,12205
NY,G3600230,Binghamton Edwin A Link Field,725150,42.2,-75.98,13905
NY,G3600250,Monticello Awos,725145,41.7,-74.8,12762
NY,G3600270,Poughkeepsie Dutchess Co Ap,725036,41.63,-73.88,12590
NY,G3600290,Buffalo Niagara Intl Ap,725280,42.93,-78.73,14225
NY,G3600310,Adirondack Rgnl,726228,44.38,-74.2,12945
NY,G3600330,Adirondack Rgnl,726228,44.38,-74.2,12945
NY,G3600350,Albany County Ap,725180,42.75,-73.8,12205
NY,G3600370,Rochester Greater Rochester I,725290,43.12,-77.68,14624
NY,G3600390,Albany County Ap,725180,42.75,-73.8,12205
NY,G3600410,Adirondack Rgnl,726228,44.38,-74.2,12945
NY,G3600430,Utica Oneida County Ap,725197,43.15,-75.38,13424
NY,G3600450,Watertown Ap,726227,44,-76.02,13634
NY,G3600470,New York-Central Park Observatory-Belevedere Castle,725053,40.7793,-73.9691,
NY,G3600490,Fort Drum Wheeler S,743700,44.05,-75.72,13643
NY,G3600510,Rochester Greater Rochester I,725290,43.12,-77.68,14624
NY,G3600530,Utica Oneida County Ap,725197,43.15,-75.38,13424
NY,G3600550,Rochester Greater Rochester I,725290,43.12,-77.68,14624
NY,G3600570,Albany County Ap,725180,42.75,-73.8,12205
NY,G3600590,Republic,744864,40.72,-73.42,11735
NY,G3600610,New York-Central Park Observatory-Belevedere Castle,725053,40.7793,-73.9691,
NY,G3600630,Niagara Falls Af,725287,43.1,-78.95,14304
NY,G3600650,Utica Oneida County Ap,725197,43.15,-75.38,13424
NY,G3600670,Syracuse Hancock IntL Arpt,725190,43.12,-76.1,13212
NY,G3600690,Rochester Greater Rochester I,725290,43.12,-77.68,14624
NY,G3600710,Stewart Field,725038,41.5,-74.1,12475
NY,G3600730,Rochester Greater Rochester I,725290,43.12,-77.68,14624
NY,G3600750,Syracuse Hancock IntL Arpt,725190,43.12,-76.1,13212
NY,G3600770,Utica Oneida County Ap,725197,43.15,-75.38,13424
CT,G3600790,Danbury Municipal,725086,41.37,-73.48,6813
NY,G3600810,New York Laguardia Arpt,725030,40.78,-73.88,11371
NY,G3600830,Albany County Ap,725180,42.75,-73.8,12205
NJ,G3600850,Newark International Arpt,725020,40.72,-74.18,7104
NY,G3600870,White Plains Westchester Co A,725037,41.07,-73.72,10577
NY,G3600890,Massena Ap,726223,44.93,-74.85,13662
NY,G3600910,Albany County Ap,725180,42.75,-73.8,12205
NY,G3600930,Albany County Ap,725180,42.75,-73.8,12205
NY,G3600950,Albany County Ap,725180,42.75,-73.8,12205
NY,G3600970,Elmira Corning Regional Ap,725156,42.17,-76.9,14845
NY,G3600990,Elmira Corning Regional Ap,725156,42.17,-76.9,14845
NY,G3601010,Elmira Corning Regional Ap,725156,42.17,-76.9,14845
NY,G3601030,Islip-Long Island MacArthur AP,725050,40.79,-73.1,11779
NY,G3601050,Monticello Awos,725145,41.7,-74.8,12762
NY,G3601070,Binghamton Edwin A Link Field,725150,42.2,-75.98,13905
NY,G3601090,Binghamton Edwin A Link Field,725150,42.2,-75.98,13905
NY,G3601110,Poughkeepsie Dutchess Co Ap,725036,41.63,-73.88,12590
NY,G3601130,Glens Falls Ap,725185,43.35,-73.62,12804
NY,G3601150,Glens Falls-Bennett Meml AP,725220,43.35,-73.617,12804
NY,G3601170,Rochester Greater Rochester I,725290,43.12,-77.68,14624
NY,G3601190,White Plains Westchester Co A,725037,41.07,-73.72,10577
NY,G3601210,Buffalo Niagara Intl Ap,725280,42.93,-78.73,14225
NY,G3601230,Elmira Corning Regional Ap,725156,42.17,-76.9,14845
VA,G3700010,Danville Faa Ap,724106,36.57,-79.33,24586
NC,G3700030,Hickory Regional Ap,723145,35.73,-81.38,28601
WV,G3700050,Beckley Raleigh Co Mem Ap,724120,37.8,-81.12,25813
NC,G3700070,Southern Pines Awos,723143,35.23,-79.4,28327
WV,G3700090,Beckley Raleigh Co Mem Ap,724120,37.8,-81.12,25813
TN,G3700110,Bristol-Tri-Cities Rgnl AP,723350,36.467,-82.4,
NC,G3700130,Pitt Greenville Arp,723065,35.63,-77.4,27834
VA,G3700150,Franklin Naas,723083,36.7,-76.9,23315
NC,G3700170,Fayetteville Rgnl G,723035,34.98,-78.88,28306
NC,G3700190,Wilmington International Arpt,723013,34.27,-77.9,28405
NC,G3700210,Asheville Regional Arpt,723150,35.43,-82.53,28704
NC,G3700230,Hickory Rgnl AP,723010,35.733,-81.383,28601
NC,G3700250,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208
NC,G3700270,Hickory Rgnl AP,723010,35.733,-81.383,28601
NC,G3700290,Elizabeth City Coast Guard Ai,746943,36.3,-76.25,27909
NC,G3700310,Cherry Point Mcas,723090,34.9,-76.88,28532
VA,G3700330,Danville Faa Ap,724106,36.57,-79.33,24586
NC,G3700350,Hickory Regional Ap,723145,35.73,-81.38,28601
NC,G3700370,Raleigh Durham International,723060,35.87,-78.78,27617
TN,G3700390,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
NC,G3700410,Elizabeth City Coast Guard Ai,746943,36.3,-76.25,27909
TN,G3700430,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
NC,G3700450,Hickory Regional Ap,723145,35.73,-81.38,28601
SC,G3700470,North Myrtle Beach Grand Stra,747915,33.82,-78.72,29598
NC,G3700490,New Bern Craven Co Regl Ap,723095,35.07,-77.05,28562
NC,G3700510,Fort Bragg Simmons Aaf,746930,35.13,-78.93,28311
NC,G3700530,Elizabeth City Rgnl AP-CGAS Elizabeth City,723070,36.26,-76.179,27909
NC,G3700550,Dare Co Rgnl,723046,35.92,-75.7,27954
NC,G3700570,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208
NC,G3700590,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208
NC,G3700610,Jacksonville  Awos,723069,34.83,-77.62,
NC,G3700630,Raleigh Durham International,723060,35.87,-78.78,27617
NC,G3700650,Pitt Greenville Arp,723065,35.63,-77.4,27834
NC,G3700670,Winston Salem Reynolds Ap,723193,36.13,-80.22,27105
NC,G3700690,Raleigh Durham International,723060,35.87,-78.78,27617
NC,G3700710,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208
VA,G3700730,Franklin Naas,723083,36.7,-76.9,23315
TN,G3700750,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
NC,G3700770,Raleigh Durham International,723060,35.87,-78.78,27617
NC,G3700790,Kinston Stallings Afb,723067,35.32,-77.63,28503
NC,G3700810,Greensboro Piedmont Triad Int,723170,36.1,-79.95,27410
NC,G3700830,Rocky Mount Wilson,723068,35.85,-77.9,27822
NC,G3700850,Raleigh Durham International,723060,35.87,-78.78,27617
NC,G3700870,Asheville Regional Arpt,723150,35.43,-82.53,28704
NC,G3700890,Asheville Regional Arpt,723150,35.43,-82.53,28704
VA,G3700910,Franklin Naas,723083,36.7,-76.9,23315
NC,G3700930,Fayetteville Pope Afb,723030,35.17,-79.02,28308
NC,G3700950,Cape Hatteras Nws Bldg,723040,35.27,-75.55,27920
NC,G3700970,Hickory Regional Ap,723145,35.73,-81.38,28601
NC,G3700990,Asheville Regional Arpt,723150,35.43,-82.53,28704
NC,G3701010,Goldsboro Seymour Johnson Afb,723066,35.35,-77.97,27531
NC,G3701030,New Bern Craven Co Regl Ap,723095,35.07,-77.05,28562
NC,G3701050,Raleigh Durham International,723060,35.87,-78.78,27617
NC,G3701070,Kinston Stallings Afb,723067,35.32,-77.63,28503
NC,G3701090,Hickory Regional Ap,723145,35.73,-81.38,28601
NC,G3701110,Asheville Regional Arpt,723150,35.43,-82.53,28704
NC,G3701130,Asheville Regional Arpt,723150,35.43,-82.53,28704
NC,G3701150,Asheville Regional Arpt,723150,35.43,-82.53,28704
NC,G3701170,Pitt Greenville Arp,723065,35.63,-77.4,27834
NC,G3701190,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208
TN,G3701210,Bristol-Tri-Cities Rgnl AP,723350,36.467,-82.4,
NC,G3701230,Southern Pines Awos,723143,35.23,-79.4,28327
NC,G3701250,Southern Pines Awos,723143,35.23,-79.4,28327
NC,G3701270,Rocky Mount Wilson,723068,35.85,-77.9,27822
NC,G3701290,Wilmington International Arpt,723013,34.27,-77.9,28405
VA,G3701310,Franklin Naas,723083,36.7,-76.9,23315
NC,G3701330,New River Mcaf,723096,34.7,-77.38,28547
NC,G3701350,Raleigh Durham International,723060,35.87,-78.78,27617
NC,G3701370,Cherry Point Mcas,723090,34.9,-76.88,28532
NC,G3701390,Elizabeth City Coast Guard Ai,746943,36.3,-76.25,27909
NC,G3701410,Wilmington International Arpt,723013,34.27,-77.9,28405
NC,G3701430,Elizabeth City Coast Guard Ai,746943,36.3,-76.25,27909
VA,G3701450,Danville Faa Ap,724106,36.57,-79.33,24586
NC,G3701470,Pitt Greenville Arp,723065,35.63,-77.4,27834
NC,G3701490,Asheville Regional Arpt,723150,35.43,-82.53,28704
NC,G3701510,Southern Pines Awos,723143,35.23,-79.4,28327
NC,G3701530,Southern Pines Awos,723143,35.23,-79.4,28327
NC,G3701550,Fayetteville Rgnl G,723035,34.98,-78.88,28306
VA,G3701570,Martinsville,745985,36.63,-80.02,24112
NC,G3701590,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208
NC,G3701610,Asheville Regional Arpt,723150,35.43,-82.53,28704
NC,G3701630,Fayetteville Rgnl G,723035,34.98,-78.88,28306
NC,G3701650,Southern Pines Awos,723143,35.23,-79.4,28327
NC,G3701670,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208
NC,G3701690,Winston Salem Reynolds Ap,723193,36.13,-80.22,27105
VA,G3701710,Hillsville,724107,36.77,-80.82,24381
TN,G3701730,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
NC,G3701750,Asheville Regional Arpt,723150,35.43,-82.53,28704
NC,G3701770,Elizabeth City Rgnl AP-CGAS Elizabeth City,723070,36.26,-76.179,27909
NC,G3701790,Charlotte Douglas Intl Arpt,723140,35.22,-80.95,28208
NC,G3701810,Raleigh Durham International,723060,35.87,-78.78,27617
NC,G3701830,Raleigh Durham International,723060,35.87,-78.78,27617
NC,G3701850,Rocky Mount Wilson,723068,35.85,-77.9,27822
NC,G3701870,Elizabeth City Coast Guard Ai,746943,36.3,-76.25,27909
WV,G3701890,Beckley Raleigh Co Mem Ap,724120,37.8,-81.12,25813
NC,G3701910,Goldsboro Seymour Johnson Afb,723066,35.35,-77.97,27531
