,Unnamed: 0,index,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS,SUBGRID,el_src_h1,el_sit_h1,el_sit_sub_h1,el_del_h1,el_src_c1,el_sit_c1,el_sit_sub_c1,el_del_c1,ng_src_h1,ng_sit_h1,ng_del_h1,ng_src_c1,ng_sit_c1,ng_del_c1,el_src_h2,el_sit_h2,el_sit_sub_h2,el_del_h2,el_src_c2,el_sit_c2,el_sit_sub_c2,el_del_c2,ng_src_h2,ng_sit_h2,ng_del_h2,ng_src_c2,ng_sit_c2,ng_del_c2,el_sit_t1,ng_sit_t1,el_sit_t2,ng_sit_t2,STATE,h1_emissions,c1_emissions,t1_emissions,h2_emissions,c2_emissions,t2_emissions,h1_cost,c1_cost,t1_cost,h2_cost,c2_cost,t2_cost,emissions_comparison,cost_comparison
45,45,45,MS,G0100910,Meridian Naas,722345,32.55,-88.57,39309.0,1091,SRSO,4.56,1.44,0.23,4.77,6.92,2.18,0.06,14.09,0,0,0,0,0,0,0,0,0.215,0,6.58,2.08,0.035,14.24,5.5,5.07,4.82,0,0,0,33.33,18.96,31.75,24.03,AL,0.00021516063179862602,0.0002808683696532963,0.0004960290014519223,0.0002542544499838872,0.0002679844994857139,0.0005222389494696011,0.03936147912118741,0.059588905891797626,0.09895038501298503,0.07418965930553714,0.05685546984171517,0.1310451291472523,-0.050187654605805036,-0.2449136747250115
46,46,46,AL,G0100930,Muscle Shoals Regional Ap,723235,34.75,-87.6,35661.0,1093,SRTV,6.44,2.03,0.27,5.8,7.08,2.24,0.09,15.17,0,0,0,0,0,0,0,0,0.245,0,6.67,2.11,0.045,15.32,6.72,6.2,5.89,0,0,0,34.04,18.95,31.81,25.15,AL,0.0002917347655775828,0.0002841242934320807,0.0005758590590096634,0.0003109226015582052,0.00026763493711682597,0.0005785575386750312,0.055488751816673926,0.0612289675218471,0.11671771933852103,0.09072502715864501,0.05767550065673989,0.1484005278153849,-0.004664150901131786,-0.2134952546548778
47,47,47,AL,G0100950,Gadsen Muni  Awos,722285,33.97,-86.08,35904.0,1095,SRTV,8.39,2.65,0.305,8.01,3.93,1.24,0.105,8.09,0,0,0,0,0,0,0,0,0.29,0,3.73,1.18,0.06,8.19,9.25,8.54,8.11,0,0,0,33.72,19.07,30.94,27.61,AL,0.00037481575316598143,0.00015728309100704465,0.0005320988441730261,0.00042827080924307616,0.00014967261886154247,0.0005779434281046186,0.07243605532718518,0.033894607021022496,0.10633066234820768,0.1249664083765852,0.03225454539097303,0.15722095376755824,-0.07932365297749136,-0.32368644382216893
48,48,48,AL,G0100970,Mobile Regional Ap,722230,30.68,-88.25,36608.0,1097,SRSO,2.19,0.69,0.16,2.06,11.55,3.65,0.03,24.54,0,0,0,0,0,0,0,0,0.16,0,10.92,3.45,0.02,24.75,2.38,2.2,2.09,0,0,0,33.94,18.82,33.03,21.02,AL,0.00010951289642445038,0.00047026126111675753,0.0005797741575412079,0.00011032737474645991,0.0004444935207815927,0.0005548208955280527,0.01886070874556897,0.09977041582800977,0.11863112457357874,0.03219275157242242,0.09430354372784486,0.1264962953002673,0.04497534648439264,-0.06217708358983007
49,49,49,AL,G0100990,Montgomery Dannelly Field,722260,32.3,-86.4,36043.0,1099,SRSO,4.05,1.28,0.215,4.16,8.68,2.74,0.055,17.47,0,0,0,0,0,0,0,0,0.21,0,8.26,2.61,0.03,17.63,4.8,4.43,4.21,0,0,0,33.71,18.94,32.27,23.37,AL,0.00019261385900535684,0.00035301804259175773,0.0005456319015971145,0.0002221592136940079,0.00033626901137390056,0.0005584282250679085,0.034987981441055485,0.0748961477722594,0.10988412921331489,0.06482449521174151,0.07134268090715219,0.1361671761188937,-0.022914893797206966,-0.193020430141181
50,50,50,AL,G0101010,Maxwell Afb,722265,32.38,-86.35,36112.0,1101,SRSO,5.74,1.81,0.245,5.3,10.84,3.42,0.075,21.74,0,0,0,0,0,0,0,0,0.23,0,10.31,3.26,0.04,21.93,6.14,5.66,5.38,0,0,0,34.98,18.94,32.95,24.6,AL,0.00026476353194381826,0.000440628359731318,0.0007053918916751363,0.00028384224593861954,0.00042001416746318613,0.0007038564134018057,0.04947519250649252,0.09348351291282012,0.14295870541931263,0.08282316995450495,0.08911001523268818,0.17193318518719314,0.0021815220321847045,-0.16852174137490905
51,51,51,AL,G0101030,Huntsville Intl Jones Field,723230,34.65,-86.78,35824.0,1103,SRTV,12.78,4.04,0.355,11.92,5.7,1.8,0.175,11.5,0,0,0,0,0,0,0,0,0.315,0,5.43,1.71,0.085,11.63,13.79,12.73,12.09,0,0,0,35.78,19.07,31.53,31.79,AL,0.0005574670846580332,0.00022831416436506485,0.000785781249023098,0.0006383943093283795,0.00021689845614681158,0.0008552927654751911,0.11043081642333137,0.049201848901484276,0.15963266532481565,0.1862789670531534,0.04674175645641006,0.23302072350956343,-0.08127219036334682,-0.31494219518091854
52,52,52,AL,G0101050,Tuscaloosa Municipal Ap,722286,33.22,-87.62,35401.0,1105,SRSO,4.31,1.36,0.235,3.81,8.82,2.79,0.055,17.9,0,0,0,0,0,0,0,0,0.23,0,8.39,2.65,0.03,18.07,4.4,4.06,3.86,0,0,0,33.85,18.95,32.32,23.01,AL,0.00020549772917293925,0.0003594599776755489,0.0005649577068484881,0.00020360415521392144,0.00034142255944093355,0.0005450267146548549,0.037174730281121456,0.07626286579730063,0.11343759607842208,0.059410259720015915,0.07243605532718518,0.1318463150472011,0.03656883535746449,-0.13962255192485798
53,53,53,AL,G0101070,Tuscaloosa Municipal Ap,722286,33.22,-87.62,35401.0,1107,SRSO,4.31,1.36,0.235,3.81,8.82,2.79,0.055,17.9,0,0,0,0,0,0,0,0,0.23,0,8.39,2.65,0.03,18.07,4.4,4.06,3.86,0,0,0,33.85,18.95,32.32,23.01,AL,0.00020549772917293925,0.0003594599776755489,0.0005649577068484881,0.00020360415521392144,0.00034142255944093355,0.0005450267146548549,0.037174730281121456,0.07626286579730063,0.11343759607842208,0.059410259720015915,0.07243605532718518,0.1318463150472011,0.03656883535746449,-0.13962255192485798
54,54,54,AL,G0101090,Troy Af,722267,31.87,-86.02,,1109,SRSO,2.65,0.84,0.205,2.52,9.03,2.85,0.035,19.03,0,0,0,0,0,0,0,0,0.2,0,8.54,2.7,0.02,19.21,2.91,2.68,2.55,0,0,0,33.34,18.93,32.33,21.61,AL,0.00013463644325123605,0.0003671902997760984,0.0005018267430273345,0.00013439880196386935,0.0003478644945247248,0.0004822632964885941,0.02296086282069266,0.0779029274273501,0.10086379024804276,0.039216624642769135,0.07380277335222642,0.11301939799499555,0.04056590389769177,-0.10755328698079807
55,55,55,AL,G0101110,Anniston Metropolitan Ap,722287,33.58,-85.85,36268.0,1111,SRSO,4.96,1.57,0.255,4.87,5.74,1.81,0.065,12.38,0,0,0,0,0,0,0,0,0.235,0,5.41,1.71,0.035,12.52,5.62,5.18,4.93,0,0,0,33.11,18.98,31.4,24.17,AL,0.00023513063055837882,0.0002331980500332414,0.00046832868059162023,0.0002597708187212101,0.000220314179865659,0.0004800849985868691,0.04291494598629462,0.04947519250649252,0.09239013849278714,0.07579929688415823,0.04674175645641006,0.12254105334056829,-0.02448799281346763,-0.24604745940925762
56,56,56,GA,G0101130,Fort Benning Lawson,722250,32.35,-85.0,36856.0,1113,SRSO,6.51,2.06,0.285,5.51,8.39,2.65,0.085,17.91,0,0,0,0,0,0,0,0,0.27,0,7.87,2.49,0.04,18.07,6.38,5.88,5.59,0,0,0,34.49,18.98,32.21,24.86,AL,0.0003021267554298073,0.00034142255944093355,0.0006435493148707408,0.00029487498341326557,0.00032080836717280167,0.0006156833505860672,0.056308782631698674,0.07243605532718518,0.12874483795888386,0.0860424451117472,0.06806255764705324,0.15410500275880046,0.04526022062826293,-0.16456418900046615
57,57,57,AL,G0101150,Birmingham Municipal Ap,722280,33.57,-86.75,35217.0,1115,SRTV,5.57,1.76,0.26,5.2,7.66,2.42,0.07,15.88,0,0,0,0,0,0,0,0,0.25,0,7.26,2.29,0.04,16.04,6.01,5.54,5.26,0,0,0,33.92,18.98,31.99,24.52,AL,0.00025621922889857275,0.0003069557098685871,0.0005631749387671599,0.0002778243891342672,0.00029046635355333246,0.0005682907426875997,0.04810847448145129,0.06614915241199552,0.11425762689344682,0.08106720168691828,0.06259568554688832,0.1436628872338066,-0.009002089135300434,-0.2046823706981727
58,58,58,AL,G0101170,Birmingham Municipal Ap,722280,33.57,-86.75,35217.0,1117,SRTV,5.57,1.76,0.26,5.2,7.66,2.42,0.07,15.88,0,0,0,0,0,0,0,0,0.25,0,7.26,2.29,0.04,16.04,6.01,5.54,5.26,0,0,0,33.92,18.98,31.99,24.52,AL,0.00025621922889857275,0.0003069557098685871,0.0005631749387671599,0.0002778243891342672,0.00029046635355333246,0.0005682907426875997,0.04810847448145129,0.06614915241199552,0.11425762689344682,0.08106720168691828,0.06259568554688832,0.1436628872338066,-0.009002089135300434,-0.2046823706981727
59,59,59,MS,G0101190,Meridian Naas,722345,32.55,-88.57,39309.0,1119,SRSO,4.56,1.44,0.23,4.77,6.92,2.18,0.06,14.09,0,0,0,0,0,0,0,0,0.215,0,6.58,2.08,0.035,14.24,5.5,5.07,4.82,0,0,0,33.33,18.96,31.75,24.03,AL,0.00021516063179862602,0.0002808683696532963,0.0004960290014519223,0.0002542544499838872,0.0002679844994857139,0.0005222389494696011,0.03936147912118741,0.059588905891797626,0.09895038501298503,0.07418965930553714,0.05685546984171517,0.1310451291472523,-0.050187654605805036,-0.2449136747250115
60,60,60,AL,G0101210,Anniston Metropolitan Ap,722287,33.58,-85.85,36268.0,1121,SRSO,4.96,1.57,0.255,4.87,5.74,1.81,0.065,12.38,0,0,0,0,0,0,0,0,0.235,0,5.41,1.71,0.035,12.52,5.62,5.18,4.93,0,0,0,33.11,18.98,31.4,24.17,AL,0.00023513063055837882,0.0002331980500332414,0.00046832868059162023,0.0002597708187212101,0.000220314179865659,0.0004800849985868691,0.04291494598629462,0.04947519250649252,0.09239013849278714,0.07579929688415823,0.04674175645641006,0.12254105334056829,-0.02448799281346763,-0.24604745940925762
61,61,61,AL,G0101230,Auburn Opelika Apt,722284,32.62,-85.43,36801.0,1123,SRSO,5.99,1.89,0.26,5.59,5.79,1.83,0.08,13.6,0,0,0,0,0,0,0,0,0.24,0,5.35,1.69,0.04,13.73,6.47,5.97,5.67,0,0,0,33.48,18.95,31.39,24.92,AL,0.0002770032086030215,0.0002357748240667579,0.0005127780326697794,0.00029938837601652986,0.00021773740583214252,0.0005171257818486724,0.05166194134655848,0.05002187971650902,0.1016838210630675,0.08735942131243721,0.046195069246393564,0.13355449055883079,-0.008407527397590264,-0.238634203630347
62,62,62,AL,G0101250,Tuscaloosa Municipal Ap,722286,33.22,-87.62,35401.0,1125,SRSO,4.31,1.36,0.235,3.81,8.82,2.79,0.055,17.9,0,0,0,0,0,0,0,0,0.23,0,8.39,2.65,0.03,18.07,4.4,4.06,3.86,0,0,0,33.85,18.95,32.32,23.01,AL,0.00020549772917293925,0.0003594599776755489,0.0005649577068484881,0.00020360415521392144,0.00034142255944093355,0.0005450267146548549,0.037174730281121456,0.07626286579730063,0.11343759607842208,0.059410259720015915,0.07243605532718518,0.1318463150472011,0.03656883535746449,-0.13962255192485798
63,63,63,AL,G0101270,Birmingham Municipal Ap,722280,33.57,-86.75,35217.0,1127,SRSO,5.57,1.76,0.26,5.2,7.66,2.42,0.07,15.88,0,0,0,0,0,0,0,0,0.25,0,7.26,2.29,0.04,16.04,6.01,5.54,5.26,0,0,0,33.92,18.98,31.99,24.52,AL,0.00026025417738516446,0.000311789658055494,0.0005720438354406584,0.0002778243891342672,0.00029504062683763697,0.0005728650159719042,0.04810847448145129,0.06614915241199552,0.11425762689344682,0.08106720168691828,0.06259568554688832,0.1436628872338066,-0.0014334625231959836,-0.2046823706981727
64,64,64,AL,G0101290,Mobile Regional Ap,722230,30.68,-88.25,36608.0,1129,SRSO,2.19,0.69,0.16,2.06,11.55,3.65,0.03,24.54,0,0,0,0,0,0,0,0,0.16,0,10.92,3.45,0.02,24.75,2.38,2.2,2.09,0,0,0,33.94,18.82,33.03,21.02,AL,0.00010951289642445038,0.00047026126111675753,0.0005797741575412079,0.00011032737474645991,0.0004444935207815927,0.0005548208955280527,0.01886070874556897,0.09977041582800977,0.11863112457357874,0.03219275157242242,0.09430354372784486,0.1264962953002673,0.04497534648439264,-0.06217708358983007
65,65,65,AL,G0101310,Montgomery Dannelly Field,722260,32.3,-86.4,36043.0,1131,SRSO,4.05,1.28,0.215,4.16,8.68,2.74,0.055,17.47,0,0,0,0,0,0,0,0,0.21,0,8.26,2.61,0.03,17.63,4.8,4.43,4.21,0,0,0,33.71,18.94,32.27,23.37,AL,0.00019261385900535684,0.00035301804259175773,0.0005456319015971145,0.0002221592136940079,0.00033626901137390056,0.0005584282250679085,0.034987981441055485,0.0748961477722594,0.10988412921331489,0.06482449521174151,0.07134268090715219,0.1361671761188937,-0.022914893797206966,-0.193020430141181
66,66,66,AL,G0101330,Muscle Shoals Regional Ap,723235,34.75,-87.6,35661.0,1133,SRTV,6.44,2.03,0.27,5.8,7.08,2.24,0.09,15.17,0,0,0,0,0,0,0,0,0.245,0,6.67,2.11,0.045,15.32,6.72,6.2,5.89,0,0,0,34.04,18.95,31.81,25.15,AL,0.0002917347655775828,0.0002841242934320807,0.0005758590590096634,0.0003109226015582052,0.00026763493711682597,0.0005785575386750312,0.055488751816673926,0.0612289675218471,0.11671771933852103,0.09072502715864501,0.05767550065673989,0.1484005278153849,-0.004664150901131786,-0.2134952546548778
67,67,67,AK,G0200130,Cold Bay Arpt,703160,55.2,-162.72,99571.0,2013,AKMS,78.31,24.73,1.5,84.03,0.0,0.0,1.15,0.0,0,0,0,0,0,0,0,0,1.225,0,0.0,0.0,0.605,0.0,97.13,89.61,85.13,0,0,0,56.79,19.76,31.24,109.37,AK,0.0019184604753198008,0.0,0.0019184604753198008,0.004493834568650124,0.0,0.004493834568650124,1.361575053768506,0.0,1.361575053768506,0.9124010022720982,0.0,0.9124010022720982,-0.573090543051282,0.492298945724365
68,68,68,AK,G0200160,Dutch Harbor,704890,53.9,-166.55,99692.0,2016,AKMS,50.09,15.82,1.095,54.55,0.0,0.0,0.675,0.0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0.39,0.0,62.89,58.02,55.12,0,0,0,47.0,19.68,30.8,77.7,AK,0.0012371619878015414,0.0,0.0012371619878015414,0.002909633764904366,0.0,0.002909633764904366,0.8710116195154778,0.0,0.8710116195154778,0.5907544487426308,0.0,0.5907544487426308,-0.5748049109396404,0.47440551885703075
69,69,69,AK,G0200200,Anchorage Elmendorf,702720,61.25,-149.8,99506.0,2020,AKGD,55.41,17.5,1.065,48.72,0.0,0.0,0.775,0.0,0,0,0,0,0,0,0,0,0.845,0,0.0,0.0,0.355,0.0,56.56,52.17,49.57,0,0,0,48.75,19.58,30.61,71.75,AK,0.0027714875207842655,0.0,0.0027714875207842655,0.002616263245692188,0.0,0.002616263245692188,0.9635084286675639,0.0,0.9635084286675639,0.5311902721630998,0.0,0.5311902721630998,0.05933052621813273,0.8138668555506278
70,70,70,AK,G0200500,Bethel Airport,702190,60.78,-161.83,99559.0,2050,AKMS,151.32,47.78,2.81,114.44,0.0,0.0,2.58,0.0,0,0,0,0,0,0,0,0,1.475,0,0.0,0.0,0.905,0.0,134.0,123.62,117.43,0,0,0,82.58,19.73,31.79,143.35,AK,0.0037001492735962154,0.0,0.0037001492735962154,0.006199395484616988,0.0,0.006199395484616988,2.630653298384926,0.0,2.630653298384926,1.2586877792754916,0.0,1.2586877792754916,-0.4031435350789177,1.0899966947316722
71,71,71,AK,G0200600,King Salmon Arpt,703260,58.68,-156.65,,2060,AKMS,92.38,29.17,1.82,76.35,0.0,0.0,1.52,0.0,0,0,0,0,0,0,0,0,1.175,0,0.0,0.0,0.615,0.0,89.09,82.18,78.07,0,0,0,61.93,19.67,31.21,101.85,AK,0.0022666065623393305,0.0,0.0022666065623393305,0.004121228934847307,0.0,0.004121228934847307,1.6060309065275908,0.0,1.6060309065275908,0.8367494070608308,0.0,0.8367494070608308,-0.4500168279481157,0.9193690404501644
72,72,72,AK,G0200680,Healy River Airport,702647,63.88,-149.02,99743.0,2068,AKGD,86.93,27.45,1.78,69.98,0.0,0.0,1.49,0.0,0,0,0,0,0,0,0,0,1.115,0,0.0,0.0,0.585,0.0,81.91,75.56,71.78,0,0,0,60.13,19.69,31.12,95.25,AK,0.004363618649745439,0.0,0.004363618649745439,0.0037892438344738683,0.0,0.0037892438344738683,1.511331792395693,0.0,1.511331792395693,0.7693451593759596,0.0,0.7693451593759596,0.1515803258808554,0.9644392038829261
73,73,73,AK,G0200700,Dillingham  Amos,703210,59.05,-158.52,,2070,AKMS,74.89,23.65,1.445,66.03,0.0,0.0,1.125,0.0,0,0,0,0,0,0,0,0,1.06,0,0.0,0.0,0.49,0.0,76.79,70.84,67.3,0,0,0,55.63,19.69,30.97,90.53,AK,0.0018354466499485474,0.0,0.0018354466499485474,0.0035525414668360093,0.0,0.0035525414668360093,1.3021128193135934,0.0,1.3021128193135934,0.7212865416912783,0.0,0.7212865416912783,-0.48334265283516975,0.805264266071552
74,74,74,AK,G0200900,Fairbanks Intl Arpt,702610,64.82,-147.85,99709.0,2090,AKGD,166.71,52.64,3.17,104.94,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,1.53,0,0.0,0.0,1.04,0.0,123.64,114.06,108.35,0,0,0,88.23,19.63,31.99,133.69,AK,0.00833163040856288,0.0,0.00833163040856288,0.005719972892536917,0.0,0.005719972892536917,2.8982333534320324,0.0,2.8982333534320324,1.1613487146429586,0.0,1.1613487146429586,0.45658564561267395,1.4955754605739207
75,75,75,AK,G0201100,Juneau IntL Arpt,703810,58.35,-134.58,99801.0,2110,AKMS,51.11,16.14,1.045,49.02,0.0,0.0,0.705,0.0,0,0,0,0,0,0,0,0,0.88,0,0.0,0.0,0.35,0.0,56.74,52.35,49.73,0,0,0,47.32,19.62,30.65,71.97,AK,0.0012569097700484476,0.0,0.0012569097700484476,0.0026252900308987165,0.0,0.0026252900308987165,0.8886300593539704,0.0,0.8886300593539704,0.5330230160578546,0.0,0.5330230160578546,-0.5212301287647944,0.6671513848053383
76,76,76,AK,G0201220,Soldotna,702595,60.47,-151.03,,2122,AKGD,67.21,21.22,1.34,57.21,0.0,0.0,1.03,0.0,0,0,0,0,0,0,0,0,0.975,0,0.0,0.0,0.445,0.0,66.54,61.38,58.31,0,0,0,53.01,19.64,30.84,81.02,AK,0.003367883569560626,0.0,0.003367883569560626,0.0030781337554262314,0.0,0.0030781337554262314,1.1683227917900403,0.0,1.1683227917900403,0.6249656681113871,0.0,0.6249656681113871,0.09413165156439823,0.8694191559684381
77,77,77,AK,G0201300,Ketchikan Intl Ap,703950,55.37,-131.72,99901.0,2130,AKMS,39.7,12.54,0.905,37.96,0.0,0.0,0.545,0.0,0,0,0,0,0,0,0,0,0.775,0,0.0,0.0,0.275,0.0,43.94,40.54,38.51,0,0,0,43.4,19.56,30.46,60.1,AK,0.0009833664159616742,0.0,0.0009833664159616742,0.0020330326237370383,0.0,0.0020330326237370383,0.6904226111709286,0.0,0.6904226111709286,0.41277465274088676,0.0,0.41277465274088676,-0.5163056389355475,0.672638100683792
78,78,78,AK,G0201500,Kodiak Airport,703500,57.75,-152.5,99619.0,2150,AKMS,52.57,16.6,1.105,56.6,0.0,0.0,0.725,0.0,0,0,0,0,0,0,0,0,0.975,0,0.0,0.0,0.405,0.0,65.32,60.25,57.24,0,0,0,47.84,19.64,30.8,79.9,AK,0.0012949425358573037,0.0,0.0012949425358573037,0.0030214656038519134,0.0,0.0030214656038519134,0.9139565666218036,0.0,0.9139565666218036,0.6134601092165375,0.0,0.6134601092165375,-0.571419070862019,0.48983862665338795
79,79,79,AK,G0201640,King Salmon Arpt,703260,58.68,-156.65,,2164,AKMS,92.38,29.17,1.82,76.35,0.0,0.0,1.52,0.0,0,0,0,0,0,0,0,0,1.175,0,0.0,0.0,0.615,0.0,89.09,82.18,78.07,0,0,0,61.93,19.67,31.21,101.85,AK,0.0022666065623393305,0.0,0.0022666065623393305,0.004121228934847307,0.0,0.004121228934847307,1.6060309065275908,0.0,1.6060309065275908,0.8367494070608308,0.0,0.8367494070608308,-0.4500168279481157,0.9193690404501644
80,80,80,AK,G0201700,Birchwood,702746,61.42,-149.52,,2170,AKGD,61.73,19.49,1.23,54.23,0.0,0.0,0.92,0.0,0,0,0,0,0,0,0,0,0.93,0,0.0,0.0,0.41,0.0,63.04,58.16,55.25,0,0,0,51.06,19.62,30.76,77.78,AK,0.003093198030199298,0.0,0.003093198030199298,0.0029166545978427764,0.0,0.0029166545978427764,1.0730731014131898,0.0,1.0730731014131898,0.5921799162163289,0.0,0.5921799162163289,0.06052942727160669,0.812072770501028
81,81,81,AK,G0201800,Nome Municipal Arpt,702000,64.52,-165.45,,2180,AKMS,148.2,46.79,2.805,112.59,0.0,0.0,2.575,0.0,0,0,0,0,0,0,0,0,1.515,0,0.0,0.0,0.925,0.0,131.97,121.74,115.65,0,0,0,81.59,19.75,31.86,141.5,AK,0.003627375039019654,0.0,0.003627375039019654,0.006105115728015467,0.0,0.006105115728015467,2.5761462501345895,0.0,2.5761462501345895,1.23954578748583,0.0,1.23954578748583,-0.4058466373742647,1.0782985801273106
82,82,82,AK,G0201850,Barrow W Post W Rogers Arpt  N,700260,71.32,-156.62,,2185,AKMS,422.6,133.44,6.04,205.24,0.0,0.0,5.81,0.0,0,0,0,0,0,0,0,0,2.535,0,0.0,0.0,1.905,0.0,241.66,222.93,211.78,0,0,0,174.7,20.03,33.86,242.98,AK,0.01020155802888318,0.0,0.01020155802888318,0.011179673478285595,0.0,0.011179673478285595,7.346889412651413,0.0,7.346889412651413,2.2698533136538206,0.0,2.2698533136538206,-0.08749052030027703,2.2367243153809806
83,83,83,AK,G0201880,Kotzebue Ralph Wein Memorial,701330,66.88,-162.6,,2188,AKMS,258.86,81.74,4.07,153.93,0.0,0.0,3.88,0.0,0,0,0,0,0,0,0,0,1.905,0,0.0,0.0,1.335,0.0,181.08,167.04,158.69,0,0,0,119.1,19.77,32.66,186.81,AK,0.006276137757803741,0.0,0.006276137757803741,0.008376856671658484,0.0,0.008376856671658484,4.500410226244952,0.0,4.500410226244952,1.700786334332455,0.0,1.700786334332455,-0.2507765139353679,1.6460761915818938
84,84,84,AK,G0202200,Sitka Japonski Ap,703710,57.05,-135.37,99835.0,2220,AKMS,35.09,11.08,0.875,35.4,0.0,0.0,0.465,0.0,0,0,0,0,0,0,0,0,0.795,0,0.0,0.0,0.255,0.0,40.87,37.7,35.82,0,0,0,41.83,19.57,30.47,57.27,AK,0.0008743879139324522,0.0,0.0008743879139324522,0.0018906100127006995,0.0,0.0018906100127006995,0.6100384794078062,0.0,0.6100384794078062,0.3838580268458666,0.0,0.3838580268458666,-0.5375101644133333,0.5892294461586433
85,85,85,AK,G0202400,Big Delta Allen Aaf,702670,64.0,-145.72,99731.0,2240,AKMS,172.43,54.45,3.13,116.41,0.0,0.0,2.95,0.0,0,0,0,0,0,0,0,0,1.52,0,0.0,0.0,1.02,0.0,137.23,126.59,120.26,0,0,0,89.95,19.68,31.96,146.27,AK,0.00421139741398834,0.0,0.00421139741398834,0.006348337440524709,0.0,0.006348337440524709,2.997887653768506,0.0,2.997887653768506,1.2889280535389458,0.0,1.2889280535389458,-0.3366141208712662,1.3258766426390942
86,86,86,AK,G0202610,Valdez Pioneer Fiel,702756,61.13,-146.27,,2261,AKGD,48.59,15.34,1.02,45.13,0.0,0.0,0.63,0.0,0,0,0,0,0,0,0,0,0.885,0,0.0,0.0,0.325,0.0,52.19,48.15,45.74,0,0,0,46.41,19.64,30.63,67.79,AK,0.002442312730408326,0.0,0.002442312730408326,0.0024146650427463836,0.0,0.0024146650427463836,0.8445839597577389,0.0,0.8445839597577389,0.49025899184690913,0.0,0.49025899184690913,0.011449905959004877,0.7227301769132531
87,87,87,NM,G0400010,Gallup Sen Clarke Fld,723627,35.52,-108.78,87301.0,4001,NWPP,22.66,7.16,0.585,17.67,0.94,0.3,0.295,1.81,0,0,0,0,0,0,0,0,0.5,0,0.89,0.28,0.13,1.82,20.56,18.96,18.01,0,0,0,37.75,19.24,30.32,38.2,AZ,0.0007425903214729352,2.8763989211346746e-05,0.0007713543106842819,0.0009508213750876728,2.6846389930590302e-05,0.0009776677650182631,0.20764780293822152,0.008700326938752298,0.21634812987697383,0.22701456089625238,0.008120305142835479,0.23513486603908787,-0.21102613967243483,-0.07989770500046135
88,88,88,AZ,G0400030,Douglas Bisbee Douglas Intl A,722735,31.47,-109.6,,4003,AZNM,1.47,0.46,0.21,1.22,9.97,3.15,0.02,18.35,0,0,0,0,0,0,0,0,0.2,0,9.52,3.0,0.01,18.46,1.43,1.32,1.25,0,0,0,33.25,18.86,32.64,20.18,AZ,8.498360562477414e-05,0.0003995497876388634,0.0004845333932636375,6.619642484787594e-05,0.00038052360727510804,0.00044672003212298397,0.013340501306086858,0.09135343285689913,0.10469393416298599,0.015804811201637823,0.08700326938752298,0.1028080805891608,0.08464666552102004,0.01834343723779254
89,89,89,AZ,G0400050,Flagstaff Pulliam Arpt,723755,35.13,-111.67,86005.0,4005,NWPP,33.93,10.71,0.76,29.03,0.0,0.0,0.45,0.0,0,0,0,0,0,0,0,0,0.645,0,0.0,0.0,0.215,0.0,33.66,31.05,29.5,0,0,0,41.34,19.44,30.27,50.49,AZ,0.001099743187513824,0.0,0.001099743187513824,0.0015571204481261728,0.0,0.0015571204481261728,0.31060167171345704,0.0,0.31060167171345704,0.3717722634930715,0.0,0.3717722634930715,-0.29373274313027825,-0.1645378038826032
90,90,90,AZ,G0400070,Prescott Love Field,723723,34.65,-112.42,,4007,AZNM,10.83,3.42,0.41,10.38,3.05,0.96,0.14,5.64,0,0,0,0,0,0,0,0,0.385,0,2.9,0.92,0.075,5.69,11.99,11.06,10.51,0,0,0,34.35,19.13,30.79,30.19,AZ,0.0004858018052878879,0.00012176755432803457,0.0006075693596159225,0.0005546458021344758,0.00011669390623103313,0.0006713397083655089,0.09918372710177621,0.027841046204007357,0.12702477330578357,0.1324251605228139,0.026681002612173717,0.1591061631349876,-0.09498968697210863,-0.20163511706322643
