,Unnamed: 0,index,State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS,SUBGRID,el_src_h1,el_sit_h1,el_sit_sub_h1,el_del_h1,el_src_c1,el_sit_c1,el_sit_sub_c1,el_del_c1,ng_src_h1,ng_sit_h1,ng_del_h1,ng_src_c1,ng_sit_c1,ng_del_c1,el_src_h2,el_sit_h2,el_sit_sub_h2,el_del_h2,el_src_c2,el_sit_c2,el_sit_sub_c2,el_del_c2,ng_src_h2,ng_sit_h2,ng_del_h2,ng_src_c2,ng_sit_c2,ng_del_c2,el_sit_t1,ng_sit_t1,el_sit_t2,ng_sit_t2,STATE,h1_emissions,c1_emissions,t1_emissions,h2_emissions,c2_emissions,t2_emissions,h1_cost,c1_cost,t1_cost,h2_cost,c2_cost,t2_cost,emissions_comparison,cost_comparison
1175,1175,1175,ME,G2300170,Auburn Lewiston,726184,44.05,-70.28,4210.0,23017,NEWE,47.35,14.95,0.995,42.51,0.01,0.0,0.715,0.02,0,0,0,0,0,0,0,0,0.76,0,0.01,0.0,0.32,0.02,49.4,45.57,43.29,0,0,0,46.08,19.45,30.5,65.03,ME,0.0010510541432758671,0.0,0.0010510541432758671,0.002285281121452808,0.0,0.002285281121452808,0.5623072414312931,0.0,0.5623072414312931,0.6197635710983261,0.0,0.6197635710983261,-0.540076652535559,-0.09270685201005072
1176,1176,1176,ME,G2300190,Bangor Intl AP,726070,44.8,-68.817,4401.0,23019,NEWE,55.07,17.39,1.1,49.0,0.02,0.01,0.87,0.04,0,0,0,0,0,0,0,0,0.78,0,0.02,0.01,0.37,0.04,57.04,52.62,49.99,0,0,0,48.79,19.41,30.57,72.03,ME,0.001218814117853295,6.591747527600297e-07,0.001219473292606055,0.0026388302087085092,6.591747527600297e-07,0.0026394893834612693,0.6540818012368017,0.00037612524510454386,0.6544579264819063,0.7156453612287452,0.00037612524510454386,0.7160214864738498,-0.5379889382214865,-0.08598004550830182
1177,1177,1177,ME,G2300210,Bangor International Ap,726088,44.8,-68.82,4401.0,23021,NEWE,55.08,17.39,1.1,49.02,0.02,0.01,0.87,0.04,0,0,0,0,0,0,0,0,0.78,0,0.02,0.01,0.37,0.04,57.06,52.64,50.0,0,0,0,48.79,19.41,30.57,72.04,ME,0.001218814117853295,6.591747527600297e-07,0.001219473292606055,0.002639833184842568,6.591747527600297e-07,0.0026404923595953283,0.6540818012368017,0.00037612524510454386,0.6544579264819063,0.7159173663071294,0.00037612524510454386,0.716293491552234,-0.5381644305181982,-0.08632713517517493
1178,1178,1178,ME,G2300230,Naval Air Station,743920,43.9,-69.93,4011.0,23023,NEWE,44.71,14.12,0.9,40.1,0.02,0.01,0.65,0.05,0,0,0,0,0,0,0,0,0.695,0,0.02,0.01,0.295,0.05,46.57,42.96,40.81,0,0,0,45.09,19.39,30.41,62.35,ME,0.0009900804786455645,6.591747527600297e-07,0.0009907396533983246,0.002154392735958145,6.591747527600297e-07,0.002155051910710905,0.5310888460876159,0.00037612524510454386,0.5314649713327204,0.5842669083691923,0.00037612524510454386,0.5846430336142968,-0.5402710958032092,-0.09095817314853914
1179,1179,1179,ME,G2300250,Waterville  Awos,726073,44.53,-69.68,4901.0,23025,NEWE,50.09,15.82,1.015,43.21,0.0,0.0,0.755,0.01,0,0,0,0,0,0,0,0,0.755,0,0.0,0.0,0.325,0.01,50.32,46.42,44.1,0,0,0,47.0,19.41,30.49,65.83,ME,0.0011097206962715099,0.0,0.0011097206962715099,0.0023279076071503046,0.0,0.0023279076071503046,0.5950301377553884,0.0,0.5950301377553884,0.6313237869296533,0.0,0.6313237869296533,-0.5232969328924663,-0.05748816997815579
1180,1180,1180,ME,G2300270,Bangor International Ap,726088,44.8,-68.82,4401.0,23027,NEWE,55.08,17.39,1.1,49.02,0.02,0.01,0.87,0.04,0,0,0,0,0,0,0,0,0.78,0,0.02,0.01,0.37,0.04,57.06,52.64,50.0,0,0,0,48.79,19.41,30.57,72.04,ME,0.001218814117853295,6.591747527600297e-07,0.001219473292606055,0.002639833184842568,6.591747527600297e-07,0.0026404923595953283,0.6540818012368017,0.00037612524510454386,0.6544579264819063,0.7159173663071294,0.00037612524510454386,0.716293491552234,-0.5381644305181982,-0.08632713517517493
1181,1181,1181,ME,G2300290,Bar Harbor  Awos,726077,44.45,-68.37,4605.0,23029,NEWE,44.73,14.12,0.965,39.81,0.0,0.0,0.665,0.0,0,0,0,0,0,0,0,0,0.745,0,0.0,0.0,0.295,0.0,46.26,42.68,40.54,0,0,0,45.16,19.47,30.46,62.15,ME,0.0009943651145385046,0.0,0.0009943651145385046,0.002140351070081322,0.0,0.002140351070081322,0.5310888460876159,0.0,0.5310888460876159,0.5804588372718139,0.0,0.5804588372718139,-0.5354196195016157,-0.08505338882639726
1182,1182,1182,ME,G2300310,Sanford Muni  Awos,726064,43.4,-70.72,4073.0,23031,NEWE,44.71,14.12,0.94,39.59,0.06,0.02,0.65,0.1,0,0,0,0,0,0,0,0,0.735,0,0.06,0.02,0.295,0.1,45.98,42.41,40.29,0,0,0,45.14,19.47,30.47,61.88,ME,0.0009927171776566047,1.3183495055200594e-06,0.0009940355271621248,0.0021268108922715295,1.3183495055200594e-06,0.0021281292417770496,0.5310888460876159,0.0007522504902090877,0.531841096577825,0.5767867687136277,0.0007522504902090877,0.5775390192038368,-0.5329064101708051,-0.07912525579485248
1183,1183,1183,VA,G2400010,Winchester Rgnl,724053,39.15,-78.15,22602.0,24001,RFCW,23.56,7.44,0.565,22.04,2.67,0.84,0.325,4.61,0,0,0,0,0,0,0,0,0.49,0,2.58,0.82,0.16,4.66,25.53,23.55,22.38,0,0,0,38.59,19.22,30.88,42.77,MD,0.001143283677432875,0.0001199698050023254,0.0012632534824352003,0.0011810043978541505,0.00011711338107369859,0.001298117778927849,0.230441992804959,0.026017644348946982,0.25645963715390596,0.281326462088412,0.025398176626353006,0.306724638714765,-0.026857575682727397,-0.16387663466319186
1184,1184,1184,MD,G2400030,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077.0,24003,RFCE,18.14,5.73,0.475,16.86,4.92,1.55,0.245,10.19,0,0,0,0,0,0,0,0,0.42,0,4.64,1.47,0.12,10.3,19.51,18.0,17.1,0,0,0,37.42,19.12,31.43,37.12,MD,0.0005763434525779795,0.00014396975850054284,0.0007203132110785224,0.0009026785206528538,0.0001365390612876116,0.0010392175819404655,0.17747750252317407,0.04800874850103312,0.2254862510242072,0.21502659522681172,0.04553087761065722,0.26055747283746894,-0.3068696838889822,-0.1346007137363454
1185,1185,1185,MD,G2400050,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077.0,24005,RFCE,18.14,5.73,0.475,16.86,4.92,1.55,0.245,10.19,0,0,0,0,0,0,0,0,0.42,0,4.64,1.47,0.12,10.3,19.51,18.0,17.1,0,0,0,37.42,19.12,31.43,37.12,MD,0.0005763434525779795,0.00014396975850054284,0.0007203132110785224,0.0009026785206528538,0.0001365390612876116,0.0010392175819404655,0.17747750252317407,0.04800874850103312,0.2254862510242072,0.21502659522681172,0.04553087761065722,0.26055747283746894,-0.3068696838889822,-0.1346007137363454
1186,1186,1186,MD,G2400090,Patuxent River Nas,724040,38.3,-76.42,20670.0,24009,RFCE,8.89,2.81,0.34,9.27,5.87,1.85,0.12,12.96,0,0,0,0,0,0,0,0,0.32,0,5.53,1.75,0.07,13.11,10.7,9.87,9.38,0,0,0,34.54,19.06,31.55,28.93,MD,0.0002925837027591677,0.000171834873049035,0.00046441857580820274,0.0004949687221579815,0.00016254650153287094,0.0006575152236908524,0.08703521502445359,0.057300764339942765,0.14433597936439635,0.1179062497160351,0.054203425726972884,0.17210967544300798,-0.29367631489767454,-0.16137207863022526
1187,1187,1187,DE,G2400110,Dover Afb,724088,39.13,-75.47,19961.0,24011,RFCE,26.69,8.43,0.605,25.89,1.67,0.53,0.385,3.38,0,0,0,0,0,0,0,0,0.495,0,1.59,0.5,0.185,3.43,29.99,27.66,26.28,0,0,0,39.35,19.21,30.6,46.88,MD,0.0008392043664854224,4.92283690356695e-05,0.0008884327355210919,0.0013871159934032186,4.644185758082027e-05,0.001433557850984039,0.2611056450733608,0.01641589464874036,0.2775215397221012,0.3304242013318674,0.015486693064849394,0.3459108943967168,-0.38026028394232997,-0.19770801030678586
1188,1188,1188,MD,G2400130,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077.0,24013,RFCE,18.14,5.73,0.475,16.86,4.92,1.55,0.245,10.19,0,0,0,0,0,0,0,0,0.42,0,4.64,1.47,0.12,10.3,19.51,18.0,17.1,0,0,0,37.42,19.12,31.43,37.12,MD,0.0005763434525779795,0.00014396975850054284,0.0007203132110785224,0.0009026785206528538,0.0001365390612876116,0.0010392175819404655,0.17747750252317407,0.04800874850103312,0.2254862510242072,0.21502659522681172,0.04553087761065722,0.26055747283746894,-0.3068696838889822,-0.1346007137363454
1189,1189,1189,DE,G2400150,Wilmington New Castle Cnty Ap,724089,39.67,-75.6,19720.0,24015,RFCE,26.09,8.24,0.595,24.13,2.59,0.82,0.365,5.41,0,0,0,0,0,0,0,0,0.495,0,2.45,0.77,0.175,5.48,27.96,25.8,24.51,0,0,0,39.43,19.2,30.86,44.99,MD,0.0008206276234530942,7.616464643254524e-05,0.0008967922698856394,0.001293839212935757,7.152046067446322e-05,0.0013653596736102204,0.255220701708718,0.025398176626353006,0.28061887833507104,0.30820478649176347,0.02384950731986807,0.33205429381163154,-0.3431823956581469,-0.1549006184685535
1190,1190,1190,MD,G2400170,Andrews Afb,745940,38.82,-76.87,20747.0,24017,RFCE,20.98,6.63,0.52,20.12,3.42,1.08,0.29,6.97,0,0,0,0,0,0,0,0,0.445,0,3.24,1.02,0.145,7.06,23.28,21.48,20.4,0,0,0,37.93,19.16,31.03,40.64,MD,0.00066411856340573,0.00010031441237457178,0.0007644329757803017,0.0010771963679790724,9.474138946487335e-05,0.0011719377574439457,0.20535355003990297,0.03345125702007469,0.23880480705997764,0.25659840363732866,0.03159285385229277,0.28819125748962143,-0.34771879229527697,-0.1713669278514541
1191,1191,1191,MD,G2400190,Patuxent River Nas,724040,38.3,-76.42,20670.0,24019,RFCE,8.89,2.81,0.34,9.27,5.87,1.85,0.12,12.96,0,0,0,0,0,0,0,0,0.32,0,5.53,1.75,0.07,13.11,10.7,9.87,9.38,0,0,0,34.54,19.06,31.55,28.93,MD,0.0002925837027591677,0.000171834873049035,0.00046441857580820274,0.0004949687221579815,0.00016254650153287094,0.0006575152236908524,0.08703521502445359,0.057300764339942765,0.14433597936439635,0.1179062497160351,0.054203425726972884,0.17210967544300798,-0.29367631489767454,-0.16137207863022526
1192,1192,1192,VA,G2400210,Leesburg Godfrey,724055,39.08,-77.57,20175.0,24021,RFCW,24.53,7.75,0.58,22.63,2.32,0.73,0.34,4.4,0,0,0,0,0,0,0,0,0.495,0,2.22,0.7,0.165,4.44,26.22,24.19,22.98,0,0,0,38.81,19.22,30.77,43.41,MD,0.00118970056627306,0.000104259473394878,0.001293960039667938,0.0012130996341440296,9.997483750193781e-05,0.0013130744716459675,0.2400437425051656,0.022610571874680113,0.2626543143798457,0.2889718521409209,0.02168137029078915,0.31065322243171006,-0.014557005250486015,-0.15450960938419303
1193,1193,1193,WV,G2400230,Morgantown Hart Field,724176,39.65,-79.92,26508.0,24023,RFCW,22.99,7.26,0.57,19.14,0.98,0.31,0.34,2.23,0,0,0,0,0,0,0,0,0.45,0,0.91,0.29,0.15,2.26,22.28,20.56,19.53,0,0,0,37.9,19.18,30.31,39.74,MD,0.0011182899680573903,4.427457089371532e-05,0.0011625645389511056,0.0010310594658123708,4.1418146965088525e-05,0.0010724776127774595,0.2248667833016132,0.009601749700206623,0.23446853300181983,0.24560815543684716,0.008982281977612649,0.2545904374144598,0.08399888734305846,-0.07903637158171253
1194,1194,1194,MD,G2400250,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077.0,24025,RFCE,18.14,5.73,0.475,16.86,4.92,1.55,0.245,10.19,0,0,0,0,0,0,0,0,0.42,0,4.64,1.47,0.12,10.3,19.51,18.0,17.1,0,0,0,37.42,19.12,31.43,37.12,MD,0.0005763434525779795,0.00014396975850054284,0.0007203132110785224,0.0009026785206528538,0.0001365390612876116,0.0010392175819404655,0.17747750252317407,0.04800874850103312,0.2254862510242072,0.21502659522681172,0.04553087761065722,0.26055747283746894,-0.3068696838889822,-0.1346007137363454
1195,1195,1195,MD,G2400270,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077.0,24027,RFCE,18.14,5.73,0.475,16.86,4.92,1.55,0.245,10.19,0,0,0,0,0,0,0,0,0.42,0,4.64,1.47,0.12,10.3,19.51,18.0,17.1,0,0,0,37.42,19.12,31.43,37.12,MD,0.0005763434525779795,0.00014396975850054284,0.0007203132110785224,0.0009026785206528538,0.0001365390612876116,0.0010392175819404655,0.17747750252317407,0.04800874850103312,0.2254862510242072,0.21502659522681172,0.04553087761065722,0.26055747283746894,-0.3068696838889822,-0.1346007137363454
1196,1196,1196,DE,G2400290,Dover Afb,724088,39.13,-75.47,19961.0,24029,RFCE,26.69,8.43,0.605,25.89,1.67,0.53,0.385,3.38,0,0,0,0,0,0,0,0,0.495,0,1.59,0.5,0.185,3.43,29.99,27.66,26.28,0,0,0,39.35,19.21,30.6,46.88,MD,0.0008392043664854224,4.92283690356695e-05,0.0008884327355210919,0.0013871159934032186,4.644185758082027e-05,0.001433557850984039,0.2611056450733608,0.01641589464874036,0.2775215397221012,0.3304242013318674,0.015486693064849394,0.3459108943967168,-0.38026028394232997,-0.19770801030678586
1197,1197,1197,VA,G2400310,Washington Dc Reagan Ap,724050,38.87,-77.03,20242.0,24031,RFCE,15.29,4.83,0.445,15.0,6.03,1.9,0.205,11.8,0,0,0,0,0,0,0,0,0.4,0,5.75,1.82,0.11,11.92,17.33,15.99,15.19,0,0,0,36.79,19.12,31.74,35.11,MD,0.000489961597477654,0.00017647905880711703,0.000666440656284771,0.0008018794191799517,0.00016904836159418579,0.0009709277807741375,0.14960145500644514,0.058849433646427696,0.20845088865287284,0.1910152920931511,0.05637156275605179,0.2473868548492029,-0.31360429737275997,-0.15738898584592886
1198,1198,1198,MD,G2400330,Andrews Afb,745940,38.82,-76.87,20747.0,24033,RFCE,20.98,6.63,0.52,20.12,3.42,1.08,0.29,6.97,0,0,0,0,0,0,0,0,0.445,0,3.24,1.02,0.145,7.06,23.28,21.48,20.4,0,0,0,37.93,19.16,31.03,40.64,MD,0.00066411856340573,0.00010031441237457178,0.0007644329757803017,0.0010771963679790724,9.474138946487335e-05,0.0011719377574439457,0.20535355003990297,0.03345125702007469,0.23880480705997764,0.25659840363732866,0.03159285385229277,0.28819125748962143,-0.34771879229527697,-0.1713669278514541
1199,1199,1199,MD,G2400350,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077.0,24035,RFCE,18.14,5.73,0.475,16.86,4.92,1.55,0.245,10.19,0,0,0,0,0,0,0,0,0.42,0,4.64,1.47,0.12,10.3,19.51,18.0,17.1,0,0,0,37.42,19.12,31.43,37.12,MD,0.0005763434525779795,0.00014396975850054284,0.0007203132110785224,0.0009026785206528538,0.0001365390612876116,0.0010392175819404655,0.17747750252317407,0.04800874850103312,0.2254862510242072,0.21502659522681172,0.04553087761065722,0.26055747283746894,-0.3068696838889822,-0.1346007137363454
1200,1200,1200,MD,G2400370,Patuxent River Nas,724040,38.3,-76.42,20670.0,24037,RFCE,8.89,2.81,0.34,9.27,5.87,1.85,0.12,12.96,0,0,0,0,0,0,0,0,0.32,0,5.53,1.75,0.07,13.11,10.7,9.87,9.38,0,0,0,34.54,19.06,31.55,28.93,MD,0.0002925837027591677,0.000171834873049035,0.00046441857580820274,0.0004949687221579815,0.00016254650153287094,0.0006575152236908524,0.08703521502445359,0.057300764339942765,0.14433597936439635,0.1179062497160351,0.054203425726972884,0.17210967544300798,-0.29367631489767454,-0.16137207863022526
1201,1201,1201,MD,G2400390,Salisbury Wicomico Co Ap,724045,38.33,-75.52,21804.0,24039,RFCE,13.85,4.37,0.4,14.01,3.43,1.08,0.18,6.86,0,0,0,0,0,0,0,0,0.37,0,3.28,1.04,0.1,6.94,16.17,14.91,14.17,0,0,0,35.44,19.14,30.92,34.05,MD,0.0004430553213210255,0.00010031441237457178,0.0005433697336955973,0.0007477187079407806,9.659906376810617e-05,0.0008443177717088868,0.13535369738678368,0.03345125702007469,0.1688049544068584,0.1781136963795424,0.032212321574886744,0.21032601795442915,-0.3564393029465377,-0.19741287336389848
1202,1202,1202,MD,G2400410,Patuxent River Nas,724040,38.3,-76.42,20670.0,24041,RFCE,8.89,2.81,0.34,9.27,5.87,1.85,0.12,12.96,0,0,0,0,0,0,0,0,0.32,0,5.53,1.75,0.07,13.11,10.7,9.87,9.38,0,0,0,34.54,19.06,31.55,28.93,MD,0.0002925837027591677,0.000171834873049035,0.00046441857580820274,0.0004949687221579815,0.00016254650153287094,0.0006575152236908524,0.08703521502445359,0.057300764339942765,0.14433597936439635,0.1179062497160351,0.054203425726972884,0.17210967544300798,-0.29367631489767454,-0.16137207863022526
1203,1203,1203,MD,G2400430,Hagerstown Rgnl Ric,724066,39.7,-77.73,21767.0,24043,RFCW,21.12,6.67,0.52,19.25,2.96,0.93,0.29,5.98,0,0,0,0,0,0,0,0,0.44,0,2.81,0.89,0.14,6.05,22.31,20.58,19.55,0,0,0,37.83,19.16,30.89,39.74,MD,0.0010268844023413326,0.00013282371268114596,0.0011597081150224785,0.0010320624419464296,0.00012711086482389237,0.001159173306770322,0.20659248548509093,0.028805249100619875,0.2353977345857108,0.2458470738759881,0.027566313655431923,0.27341338753142,0.00046137039995049455,-0.13904093464092188
1204,1204,1204,MD,G2400450,Salisbury Wicomico Co Ap,724045,38.33,-75.52,21804.0,24045,RFCE,13.85,4.37,0.4,14.01,3.43,1.08,0.18,6.86,0,0,0,0,0,0,0,0,0.37,0,3.28,1.04,0.1,6.94,16.17,14.91,14.17,0,0,0,35.44,19.14,30.92,34.05,MD,0.0004430553213210255,0.00010031441237457178,0.0005433697336955973,0.0007477187079407806,9.659906376810617e-05,0.0008443177717088868,0.13535369738678368,0.03345125702007469,0.1688049544068584,0.1781136963795424,0.032212321574886744,0.21032601795442915,-0.3564393029465377,-0.19741287336389848
1205,1205,1205,MD,G2400470,Salisbury-Ocean City-Wicomico Rgnl AP,723980,38.333,-75.517,21804.0,24047,RFCE,13.84,4.37,0.4,14.0,3.43,1.08,0.18,6.86,0,0,0,0,0,0,0,0,0.37,0,3.29,1.04,0.1,6.95,16.16,14.9,14.16,0,0,0,35.44,19.14,30.92,34.04,MD,0.0004430553213210255,0.00010031441237457178,0.0005433697336955973,0.0007472172198737513,9.659906376810617e-05,0.0008438162836418575,0.13535369738678368,0.03345125702007469,0.1688049544068584,0.17799423715997195,0.032212321574886744,0.2102065587348587,-0.3560568286849739,-0.19695676755843608
1206,1206,1206,MD,G2405100,Baltimore Blt Washngtn IntL,724060,39.17,-76.68,21077.0,24510,RFCE,18.14,5.73,0.475,16.86,4.92,1.55,0.245,10.19,0,0,0,0,0,0,0,0,0.42,0,4.64,1.47,0.12,10.3,19.51,18.0,17.1,0,0,0,37.42,19.12,31.43,37.12,MD,0.0005763434525779795,0.00014396975850054284,0.0007203132110785224,0.0009026785206528538,0.0001365390612876116,0.0010392175819404655,0.17747750252317407,0.04800874850103312,0.2254862510242072,0.21502659522681172,0.04553087761065722,0.26055747283746894,-0.3068696838889822,-0.1346007137363454
1207,1207,1207,MA,G2500010,Barnstable Muni Boa,725067,41.67,-70.28,2649.0,25001,NEWE,28.19,8.9,0.635,28.96,0.09,0.03,0.375,0.2,0,0,0,0,0,0,0,0,0.58,0,0.08,0.03,0.21,0.21,33.44,30.85,29.3,0,0,0,39.36,19.34,30.22,50.19,MA,0.0006285231267566883,1.977524258280089e-06,0.0006305006510149685,0.0015470906867855855,1.977524258280089e-06,0.0015490682110438656,0.4497141214565996,0.0015158902970447178,0.45123001175364436,0.414774383589085,0.0015158902970447178,0.41629027388612977,-0.5929807050974889,0.08393118950713667
1208,1208,1208,MA,G2500030,North Adams,725075,42.7,-73.17,1267.0,25003,NEWE,36.04,11.38,0.75,31.81,0.16,0.05,0.5,0.31,0,0,0,0,0,0,0,0,0.61,0,0.15,0.05,0.23,0.32,36.91,34.05,32.35,0,0,0,42.09,19.33,30.3,53.38,MA,0.0007995789750979159,3.2958737638001483e-06,0.0008028748488617161,0.0017075668682349815,3.2958737638001483e-06,0.0017108627419987817,0.5750277193456297,0.002526483828407863,0.5775542031740375,0.4577979825351165,0.002526483828407863,0.46032446636352436,-0.5307193095316773,0.25466762115993036
1209,1209,1209,MA,G2500050,New Bedford Rgnl,725065,41.67,-70.95,2746.0,25005,NEWE,25.6,8.08,0.645,23.25,1.65,0.52,0.375,3.48,0,0,0,0,0,0,0,0,0.53,0,1.56,0.49,0.17,3.52,27.0,24.91,23.67,0,0,0,39.04,19.24,30.6,44.15,MA,0.0005751299717831259,3.427708714352154e-05,0.0006094070589266475,0.001249206774970144,3.229956288524145e-05,0.0012815063378553853,0.4082797866707107,0.02627543181544178,0.4345552184861525,0.334911828045514,0.024759541518397057,0.35967136956391105,-0.5244603628363659,0.20820075007092023
1210,1210,1210,MA,G2500070,Marthas Vineyard,725066,41.4,-70.62,2575.0,25007,NEWE,24.28,7.67,0.61,25.12,0.37,0.12,0.33,0.87,0,0,0,0,0,0,0,0,0.54,0,0.34,0.11,0.18,0.88,29.01,26.76,25.42,0,0,0,38.13,19.29,30.25,46.05,MA,0.0005457966952853045,7.910097033120356e-06,0.0005537067923184248,0.001341982067370576,7.250922280360326e-06,0.0013492329896509362,0.3875626192777662,0.006063561188178871,0.39362618046594505,0.3597848461861885,0.005558264422497299,0.3653431106086858,-0.5896136571181262,0.0774150901877903
1211,1211,1211,MA,G2500090,Beverly Muni,725088,42.58,-70.92,1923.0,25009,NEWE,41.32,13.05,0.89,36.97,0.56,0.18,0.64,1.0,0,0,0,0,0,0,0,0,0.655,0,0.54,0.17,0.275,1.02,43.03,39.69,37.71,0,0,0,44.17,19.35,30.51,59.05,MA,0.0009188896053474814,1.1865145549680533e-05,0.0009307547508971619,0.0019904061380395426,1.1205970796920507e-05,0.002001612108836463,0.6594122792144522,0.009095341782268306,0.6685076209967206,0.533627075677497,0.008590045016586735,0.5422171206940838,-0.5349974419178501,0.23291499932900359
1212,1212,1212,MA,G2500110,Chicopee Falls Westo,744910,42.2,-72.53,1022.0,25011,NEWE,29.15,9.2,0.665,25.43,1.03,0.32,0.395,1.98,0,0,0,0,0,0,0,0,0.555,0,0.98,0.31,0.185,2.01,29.49,27.21,25.85,0,0,0,40.0,19.27,30.47,46.47,MA,0.0006502758935977691,2.109359208832095e-05,0.0006713694856860901,0.0013645490303868973,2.043441733556092e-05,0.0013849834477224583,0.46487302442704675,0.016169496501810324,0.4810425209288571,0.36583503978797416,0.015664199736128752,0.3814992395241029,-0.5152508957488796,0.2609265526424859
1213,1213,1213,MA,G2500130,Chicopee Falls Westo,744910,42.2,-72.53,1022.0,25013,NEWE,29.15,9.2,0.665,25.43,1.03,0.32,0.395,1.98,0,0,0,0,0,0,0,0,0.555,0,0.98,0.31,0.185,2.01,29.49,27.21,25.85,0,0,0,40.0,19.27,30.47,46.47,MA,0.0006502758935977691,2.109359208832095e-05,0.0006713694856860901,0.0013645490303868973,2.043441733556092e-05,0.0013849834477224583,0.46487302442704675,0.016169496501810324,0.4810425209288571,0.36583503978797416,0.015664199736128752,0.3814992395241029,-0.5152508957488796,0.2609265526424859
1214,1214,1214,MA,G2500150,Chicopee Falls Westo,744910,42.2,-72.53,1022.0,25015,NEWE,29.15,9.2,0.665,25.43,1.03,0.32,0.395,1.98,0,0,0,0,0,0,0,0,0.555,0,0.98,0.31,0.185,2.01,29.49,27.21,25.85,0,0,0,40.0,19.27,30.47,46.47,MA,0.0006502758935977691,2.109359208832095e-05,0.0006713694856860901,0.0013645490303868973,2.043441733556092e-05,0.0013849834477224583,0.46487302442704675,0.016169496501810324,0.4810425209288571,0.36583503978797416,0.015664199736128752,0.3814992395241029,-0.5152508957488796,0.2609265526424859
1215,1215,1215,MA,G2500170,Boston Logan IntL Arpt,725090,42.37,-71.02,2128.0,25017,NEWE,37.13,11.73,0.74,37.45,0.74,0.23,0.52,1.35,0,0,0,0,0,0,0,0,0.62,0,0.71,0.23,0.27,1.37,43.31,39.95,37.95,0,0,0,42.64,19.31,30.54,59.27,MA,0.000821990916691757,1.5161019313480683e-05,0.0008371519360052377,0.0020034448277823063,1.5161019313480683e-05,0.002018605847095787,0.5927131061444847,0.01162182561067617,0.6043349317551608,0.5371227430918621,0.01162182561067617,0.5487445687025383,-0.5852821207222466,0.10130462554565492
1216,1216,1216,MA,G2500190,Nantucket Memorial Ap,725063,41.25,-70.07,2554.0,25019,NEWE,24.69,7.8,0.65,26.81,0.31,0.1,0.36,0.81,0,0,0,0,0,0,0,0,0.56,0,0.28,0.09,0.19,0.82,30.97,28.57,27.14,0,0,0,38.32,19.3,30.27,47.88,MA,0.000557002666082225,6.5917475276002965e-06,0.0005635944136098253,0.001432751407502891,5.932572774840266e-06,0.0014386839802777312,0.3941314772316266,0.005052967656815726,0.39918444488844235,0.38412006934003756,0.004547670891134153,0.38866774023117173,-0.6082569755861006,0.02705834204561328
1217,1217,1217,MA,G2500210,Norwood Memorial,725098,42.18,-71.18,2062.0,25021,NEWE,36.58,11.55,0.785,33.82,0.26,0.08,0.545,0.48,0,0,0,0,0,0,0,0,0.615,0,0.25,0.08,0.245,0.49,39.27,36.23,34.42,0,0,0,42.38,19.36,30.35,55.59,MA,0.0008130920575294965,5.273398022080238e-06,0.0008183654555515768,0.0018168912668473827,5.273398022080238e-06,0.001822164664869463,0.5836177643622165,0.004042374125452581,0.5876601384876691,0.4871078093171004,0.004042374125452581,0.491150183442553,-0.5508828201263559,0.19649784994207228
1218,1218,1218,MA,G2500230,Plymouth Municipal,725064,41.92,-70.73,2360.0,25023,NEWE,25.5,8.05,0.645,22.74,0.75,0.24,0.375,1.7,0,0,0,0,0,0,0,0,0.52,0,0.7,0.22,0.17,1.72,26.41,24.36,23.15,0,0,0,38.72,19.24,30.33,43.6,MA,0.0005731524475248458,1.5820194066240712e-05,0.0005889726415910865,0.0012216249312835287,1.4501844560720652e-05,0.0012361267758442495,0.406763896373666,0.012127122376357742,0.41889101875002377,0.32751714697666484,0.011116528844994597,0.33863367582165943,-0.5235337886853635,0.23700343072385885
1219,1219,1219,MA,G2500250,Boston Logan IntL Arpt,725090,42.37,-71.02,2128.0,25025,NEWE,37.13,11.73,0.74,37.45,0.74,0.23,0.52,1.35,0,0,0,0,0,0,0,0,0.62,0,0.71,0.23,0.27,1.37,43.31,39.95,37.95,0,0,0,42.64,19.31,30.54,59.27,MA,0.000821990916691757,1.5161019313480683e-05,0.0008371519360052377,0.0020034448277823063,1.5161019313480683e-05,0.002018605847095787,0.5927131061444847,0.01162182561067617,0.6043349317551608,0.5371227430918621,0.01162182561067617,0.5487445687025383,-0.5852821207222466,0.10130462554565492
1220,1220,1220,MA,G2500270,Worchester Regional Arpt,725095,42.27,-71.88,,25027,NEWE,51.92,16.39,0.97,46.48,0.01,0.0,0.76,0.02,0,0,0,0,0,0,0,0,0.715,0,0.01,0.0,0.335,0.02,53.99,49.81,47.32,0,0,0,47.54,19.41,30.47,69.21,MA,0.0011443273707914116,0.0,0.0011443273707914116,0.0024979120618732584,0.0,0.0024979120618732584,0.8281813989520975,0.0,0.8281813989520975,0.6696892073443217,0.0,0.6696892073443217,-0.5418864465816117,0.23666529170491296
